bids,brand,category,character,condition,era,franchise,gender,item_num,price,quantity_sold,sell_date,size,title,toy_type,year
0,Kenner,"TV, Movie & Video Games",Boba Fett,Used,1980-2001,Star Wars,,283448224384,8.99,1,"Oct 14, 2019",4in.,Darth Vader vs Prince Xizor Star Wars Shadows of the Empire Figure Kenner 1996 2,Action Figure,1996
3,Marvel Toys,Sports,,Used,,,,123933642706,11.5,1,"Oct 14, 2019",,NWA TNA Christian Cage Belt & Entrance Gear Wrestling Action Figure Marvel Toys,Action Figure,
0,Funko,"TV, Movie & Video Games",Pop,New,,,,174033004658,35.0,1,"Oct 13, 2019",Does Not Apply,La Casa de Papel - Berlin Chase Funko Pop figure,Does Not Apply,
0,Super7,"TV, Movie & Video Games",He-Man,New,,,,202798099755,68.95,1,"Oct 13, 2019",5.5in.,"SUPER 7    ""SKELETOR/HE-M",Action Figure,2019
0,Disney Parks,"TV, Movie & Video Games",Droid,New,2002-Now,Star Wars,,233367791060,14.99,1,"Oct 13, 2019",3.75in.,$14.99 Star Wars Droid Factory Clone Wars 4-Pack R5-013 & R2-C2 & R5-S9 & R5-P8 ,Action Figure,2017
1,Kenner,"TV, Movie & Video Games",Batman,New,1980-2001,Batman,,352821574003,16.99,1,"Oct 13, 2019",5in.,BATMAN THE ANIMATED SERIES SKY DIVE BATMAN ACTION FIGURE 1992 KENNER MOC,Action Figure,1992
0,Hasbro,"TV, Movie & Video Games",DEWBACK,New,,Star Wars,,372737980723,8.21,1,"Oct 13, 2019","3.75""",1997 HASBRO KENNER STAR WARS POWER OF THE FORCE DEWBACK & SANDTROOPER MISB NEW,Action Figure,1997
0,Hasbro,"TV, Movie & Video Games",Jawa,New,,Star Wars,,372690531075,7.46,1,"Oct 13, 2019","3.75""",1997 HASBRO KENNER STAR WARS POWER OF THE FORCE RONTO AND JAWA MISB NEW,Action Figure,1997
0,Hasbro,"TV, Movie & Video Games",BANTHA,New,,Star Wars,,372690529312,33.71,1,"Oct 13, 2019","3.75""",1998 HASBRO STAR WARS POWER OF THE FORCE BANTHA & TUSKEN RAIDER MISB NEW,Action Figure,1998
0,Unbranded,Military & Adventure,,New,,,,392478751745,99.0,1,"Oct 13, 2019",,"1:12 Scale Action Figure Diorama, Conex Display, Shipping Container Environment",Action Figure Diorama,2019
0,Toynami,Anime & Manga,Naruto,New,2002-Now,Naruto,,323897243795,17.99,5,"Oct 13, 2019",4in.,Naruto Shippuden Sage Mode Action Figure Exclusive,Action Figure,2019
0,Unbranded,Comic Book Heroes,,New,,,,192950193928,15.99,9,"Oct 13, 2019",3.75in.,Marvel Legends X-men No.001 DEADPOOL Action Figure Revoltech Kaiyodo Verison Toy,Action Figure,
0,McFarlane Toys,"TV, Movie & Video Games",Wolf,New,,Metal Gear Solid,,123936899883,34.99,1,"Oct 13, 2019",,"McFarlane Toys Sniper Wolf Metal Gear Solid Action Figure, NIB Konami",Action Figure,1999
0,McFarlane Toys,"TV, Movie & Video Games",Raven,New,,,,333133950460,17.99,1,"Oct 13, 2019",,McFarland Toys Metal Gear Solid Vulcan Raven Action Figure New Retired Genuine,Action Figure,
0,McFarlane Toys,"TV, Movie & Video Games",,New,1980-2001,Metal Gear Solid,,303264628873,19.99,1,"Oct 13, 2019",6in.,McFarlane Toys Metal Gear Solid Psycho Mantis action figure ‘98 Brand New Sealed,Action Figure,1989
0,McFarlane Toys,"TV, Movie & Video Games",Ninja,New,1980-2001,Metal Gear Solid,,223690647712,64.99,1,"Oct 13, 2019",6in.,NINJA METAL GEAR SOLID SERIES 1 TACTICAL ESPIONAGE MCFARLANE TOYS ACTION FIGURE,Action Figure,1999
0,McFarlane Toys,"TV, Movie & Video Games",,New,,Metal Gear Solid,,123842440736,30.0,1,"Oct 13, 2019",,Revolver Ocelot Metal Gear Solid Action Figure Mcfarlane Toys 1999,Action Figure,1999
0,Playmates Toys,"TV, Movie & Video Games",Raphael,Used,2002-Now,Teenage Mutant Ninja Turtles,,333160187801,6.95,1,"Oct 13, 2019",5in.,Teenage Mutant Ninja Turtles RAPHAEL in DISGUISE Action Figure 2014 ,Action Figure,2014
0,Asmus Toys,"TV, Movie & Video Games",,New,,,,174055900877,399.99,1,"Oct 13, 2019",,DEVIL MAY CRY 4 - Dante 1/6th Scale Luxury Edition Action Figure (Asmus Toys),,
0,Hot Toys,"TV, Movie & Video Games",Wolverine,Used,2002-Now,Marvel Universe,,153640014963,200.0,1,"Oct 13, 2019",12in.,Hot Toys MMS220 The Wolverine: Wolverine,Action Figure,
1,Sphero,"TV, Movie & Video Games",BB-8,Used,2002-Now,Star Wars,,123931336573,8.2,1,"Oct 13, 2019",4in.,Star Wars Bb-8 Sphero App Enabled Droid Toy Figure Robot Bb8 The Force Awakens,Action Figure,2015
0,McFarlane Toys,"TV, Movie & Video Games",Water Walker,New,2002-Now,Walking Dead,,293195709105,13.25,1,"Oct 13, 2019",5in.,McFarlane Toys The Walking Dead TV Series 9 Water Walker Action Figure,Action Figure,2016
0,McFarlane Toys,"TV, Movie & Video Games",Zombie,Used,2002-Now,Walking Dead,,183984442721,11.99,1,"Oct 13, 2019",5in.,WALKING DEAD Series 5 CHARRED ZOMBIE WALKER amc TV SHOW Figure McFARLANE TOYS,Action Figure,
0,Hasbro,Comic Book Heroes,Deadpool,Used,,X-Men,,123925919603,29.0,1,"Oct 13, 2019",,Hasbro Marvel Legends X-Men 2016 Deadpool Juggernaut Series Action Figure,Action Figure,2016
0,CREATIVE OUTDOOR PRODUCTS,Military & Adventure,,New,,,,183156091645,14.5,2,"Oct 13, 2019",1/9 SCALE,The Original HUNTER DAN AMERICAN SPORTSMAN Black Labraor Retriever New (d22),Action Figure,
34,Hot Toys,"TV, Movie & Video Games",,New,2002-Now,,,274041572939,245.0,1,"Oct 13, 2019",12in.,Hot Toys Spider-Man Far From Home 1/6th scale Mysterio Collectible Figure MMS556,Action Figure,2019
0,S.H.Figuarts,Anime & Manga,Predator Wolf,Used,2002-Now,Predator,,113921686232,30.0,1,"Oct 13, 2019",,S.H.MonsterArt,Action Figure,6 years
0,Mattel,Sports,,Used,,,,383092690774,11.77,1,"Oct 13, 2019",7in.,WWE Mattel Alex Riley Basic Series Wrestling Figure A-Ry NXT Flashback GLOW,Action Figure,2010
0,Disney,"TV, Movie & Video Games",Chewbacca,New,,Star Wars,,153445830440,9.0,1,"Oct 13, 2019",3in.,Disney Infinity 3.0 Edition Star Wars Chewbacca Figure Kids Toy,Action Figure,
0,BANDAI,"TV, Movie & Video Games",,New,,Power Rangers,,223683128337,52.1,3,"Oct 13, 2019",,NEW 2019 BANDAI KISHIRYU SENTAI RYUSOULGER DX KISHIRYU-O Megazord FREE SHIPPING,Action Figure,2019
0,Takara Tomy,Transformers & Robots,Ultra Magnus,Used,2002-Now,Transformers,,333358233990,32.0,1,"Oct 13, 2019",,Transformers Generations ULTRA MAGNUS Siege War For Cybertron Leader Class G1,Action Figure,2019
0,Hasbro,Comic Book Heroes,,Used,2002-Now,,,283642653480,9.99,1,"Oct 13, 2019",6in.,Marvel Legends Series Cull Obsidian BAF MARVEL'S BLACK KNIGHT Figure *Broken Leg,Action Figure,2018
0,Hasbro,Military & Adventure,,Used,,GI Joe,,274047469311,10.0,1,"Oct 13, 2019",3.75in.,LONG ARM (v1) : GI Joe 1993 Hasbro Series 12 Action Figure Vintage,Action Figure,1993
0,Hasbro,Military & Adventure,,Used,,,,264460642199,24.95,1,"Oct 13, 2019","3.75""",1993 Ryu (Dragon Fortress) - 100% complete (vintage Hasbro GI Joe figure),Action Figure,1993
0,Hasbro,Military & Adventure,,Used,,GI Joe,,163853555998,7.5,1,"Oct 13, 2019",3.75in.,1993 Guile v2 - vintage Hasbro GI Joe figure Street Fighter Tight Joints,Action Figure,1993
0,Hot Toys,"TV, Movie & Video Games",Optimus Prime,New,,Transformers,,123843978844,239.99,1,"Oct 13, 2019",12in.,=MIB= 1/6 Hot Toys Transformers Optimus Prime Starscream Version Exclusive TF001,Action Figure,
0,Hasbro,"TV, Movie & Video Games",Thrawn,New,2002-Now,Star Wars,,274050902822,84.99,1,"Oct 13, 2019",,Star Wars Grand Admiral Thrawn Black Series SDCC Exclusive 2017,Action Figure,2017
0,Super7,"TV, Movie & Video Games",,New,,,,362703644083,17.0,1,"Oct 13, 2019",3.75in.,Misfits The Fiend Static Age Colorway [SDCC 2019] [Super7 ReAction],Action Figure,2019
0,Mattel,Comic Book Heroes,Clayface,Used,2002-Now,DC Universe Multiverse,,223704874222,94.98,1,"Oct 13, 2019",6in.,DC Multiverse Clayface CNC Figure - Rare Collect and Connect - BAF - Batman,Action Figure,2017
0,Unbranded,Comic Book Heroes,,New,,,,192950200849,19.99,9,"Oct 13, 2019",3.75in.,Amazing Yamaguchi 008 Carnage from Spider-Man Marvel Comics Kaiyodo,Action Figure,
0,Hasbro,"TV, Movie & Video Games",Raider,New,,Star Wars,,133199278988,26.0,1,"Oct 13, 2019",6in.,"Hasbro Star Wars 40th Anniversary SAND PEOPLE (Tusken Raider) 6"" Action Figure",Action Figure,
0,Hasbro,"TV, Movie & Video Games",Jawa,New,Pre-1980,Star Wars,,264492144332,17.0,1,"Oct 13, 2019",6in.,Star Wars 40th Anniversary Black Series JAWA,Action Figure,2017
0,Kenner,Animals & Dinosaurs,,Used,,,,303240225145,6.99,1,"Oct 13, 2019",3in.,BONE AGE Stone Clan CRAG the Clubber Kenner 1988 Original Action Figure BZ,Action Figure,1988
11,Hasbro,Comic Book Heroes,Invisible Woman,Used,,Marvel Universe,,123931347936,11.05,1,"Oct 13, 2019",6in.,Invisible Woman Walgreens loose Marvel Legends Hasbro,Action Figure,
0,Kenner,Comic Book Heroes,,New,1980-2001,,,232720368648,15.99,1,"Oct 13, 2019",,Batman Forever Wing Blast With Sudden-Alert Bio Wings 1990s Kenner,Action Figure,
0,Hasbro,Comic Book Heroes,Danger,New,,Marvel Universe,,352819972876,32.0,1,"Oct 13, 2019",,Marvel Legends DANGER Hasbro Action Figure BROOD QUEEN Series  New,Action Figure,
0,Hasbro,Comic Book Heroes,Captain America,Used,,Marvel Universe,,303233621728,29.99,1,"Oct 13, 2019",6in Scale,Captain America + Bucky Hasbro Marvel Legends 6” action figure Brood Queen Wave,Action Figure,
0,Hasbro,Comic Book Heroes,,Used,,Marvel Universe,,283539845018,15.33,1,"Oct 13, 2019",6in.,"Marvel Legends 6"" scale figure Black Knight Queen Brood complete excellent ",Action Figure,
0,Marvel Legends,Comic Book Heroes,Cyclops,New,2002-Now,X-Men,,192876146177,30.0,1,"Oct 13, 2019",6in.,Cyclops 2007 Hasbro MARVEL LEGENDS action figure ~ Queen Brood series,Action Figure,2007
0,Hasbro,Comic Book Heroes,Hydra Soldier,Used,2002-Now,Marvel Universe,,183958432289,19.95,1,"Oct 13, 2019",6in.,"Marvel Legends Brood Queen Series HYDRA SOLDIER VARIANT Loose 6"" Figure Hasbro",Action Figure,2007
0,Hasbro,Comic Book Heroes,Agent Anti-Venom,New,,Marvel Universe,,223703633512,19.99,1,"Oct 13, 2019",,Marvel Legends AGENT ANTI-VENOM 80 Years Variant Figure SHIPS 10/14,Action Figure,
0,TOY BIZ,"TV, Movie & Video Games",,New,,,,392155018201,38.49,1,"Oct 13, 2019",,LORD OF THE RINGS TWO TOWERS HEROES OF MIDDLE-EARTH GIFT PACK TOY BIZ 2004,,
0,ToyBiz,"TV, Movie & Video Games",Witch-King,New,2002-Now,Lord of the Rings,,233320385869,34.99,1,"Oct 13, 2019",8in.,"2004 TOYBIZ LORD OF RINGS RETURN MORGUL LORD WITCH-KING 8"" ACTION FIGURE MIP",Action Figure,2004
0,TM&C,"TV, Movie & Video Games",Radagast,New,2013,The Hobbit,,173953256512,21.99,1,"Oct 13, 2019",7in.,The Hobbit Desolation of Smaug RADAGAST Figure Bridge Direct Lord of the Rings,Action Figure,2013
0,Hasrbo,"TV, Movie & Video Games",Han Solo & Sandtrooper,Used,2002-Now,Star Wars,,113734180406,20.99,1,"Oct 13, 2019",12in.,"Star Wars HAN SOLO & Sandtrooper 12"" Action Figure Set 2-Pack Hasbro 2002",Action Figure,2002
0,Jazwares,"TV, Movie & Video Games",,New,,Fortnite,,143403928855,7.99,1,"Oct 13, 2019",,"Fortnite - ""Havoc"" Action Figure 2019, NEW, Epic Games",Action Figure,2019
0,Mattel,Sports,,Used,,,,143386290537,14.0,1,"Oct 13, 2019",,  WWE MATTEL ELITE KEN SHAMROCK FLASHBACK WRESTLING FIGURE,Action Figure,
0,Mattel,Comic Book Heroes,Wayne,Used,,Batman,,274023973318,3.0,1,"Oct 13, 2019",5.5in.,"Batman Begins Ninja Bruce Wayne to Batman Action Figure 2005 Mattel 5.5""",Action Figure,2005
0,Hasbro,Transformers & Robots,Wheeljack,New,2002-Now,Transformers,,223696006720,31.97,1,"Oct 13, 2019",7 in,BRAND NEW Transformers: Alternators Ford Mustang GT Hasbro 2004 WHEELJACK NISB,Action Figure,2004
0,Hasbro,Transformers & Robots,,Used,1980-2001,Transformers,,123822127940,200.0,1,"Oct 13, 2019",,Transformers Original G1 1984 Bluestreak w/ Rub Complete w/ Box,Action Figure,
0,Marvel Legends,Comic Book Heroes,Wolverine,New,,X-Men,,153658390749,34.99,1,"Oct 13, 2019",6in.,Marvel Legends X-Men Days of Future Past Wolverine Action Figure Logan Sentinel,Action Figure,
0,WWE,Sports,Shawn Michaels,New,2002-Now,,,323917090863,5.4,1,"Oct 13, 2019",,2017 Mattel WWE Retro Fest Elite Collection Shawn Michaels Action Figure NIB,Action Figure,2017
8,Bandai,"TV, Movie & Video Games",Zeo Megazord,Used,,Power Rangers,,153675084107,36.0,1,"Oct 13, 2019",,Bandai Power Rangers : Deluxe ZEO Megazord Action Figure,Action Figure,
1,DC Collectibles,Comic Book Heroes,Red Hood,New,,Batman,,362775188388,27.0,1,"Oct 13, 2019",,DC Collectibles Batman Arkham Knight Red Hood Action Figure (Sealed),Action Figure,
0,Hasbro,Transformers & Robots,Sunstreaker,New,1980-2001,Transformers,,153672819393,499.99,1,"Oct 13, 2019",,TRANSFORMERS G1 Vintage Hasbro 1984 Authentic SUNSTREAKER Dead Stock NRFM MISB,Action Figure,1984
0,HASBRO,"TV, Movie & Video Games",,New,,,,232732287518,6.99,1,"Oct 13, 2019",,STAR WARS BLACK SERIES 4 INCH EP4 ROTJ ENDOR TRENCH COAT HAN SOLO FIGURE,,
0,Bandai,"TV, Movie & Video Games",R2-D2,New,,Star Wars,,293019963200,55.83,5,"Oct 13, 2019",,Bandai S.H.Figuarts Star Wars A New Hope R2-D2 Action Figure,Action Figure,
0,NECA,"TV, Movie & Video Games",,New,,Batman,,333268477948,34.99,1,"Oct 13, 2019",,Batman 8-Bit Video Game Action Figure NECA Michael Keaton 2014,Action Figure,2014
0,JAKKS Pacific,"TV, Movie & Video Games","Samus, Metroids",New,,Metroid,,254326087909,15.99,4,"Oct 13, 2019",2.25in.,3 Pack Metroid Action Figures,Action Figure,
0,Hasbro,Transformers & Robots,,New,2002-Now,Transformers,,274049826241,39.99,1,"Oct 13, 2019",3cm,Hasbro Transformers Smashdown & Caliburst set of 2 War for Cybertron WFC-S30+S31,Action Figure,2019
0,Diamond Select,"TV, Movie & Video Games",Mummy,Used,2002-Now,The Mummy,,183970079781,39.99,1,"Oct 13, 2019",,Diamond Select Toys Universal Studios Monsters The Mummy Figure/Tomb New Loose,Action Figure,
0,Marvel Legends,Comic Book Heroes,,Used,2002-Now,,,293132004630,11.0,1,"Oct 13, 2019",,Marvel Legends Enchantress Mystic Rivals Original Opened Packaging No BAF 2016,,2016
0,Unbranded,Comic Book Heroes,,New,,,,192950176939,15.99,4,"Oct 13, 2019",3.75in.,MARVEL CAPTAIN AMERICA NO. 007 AMAZING YAMAGUCHI SERIES FIGURE NEW NO BOX,Action Figure,
0,Mego,Comic Book Heroes,Batman,Used,Pre-1980,Batman,,123931696038,59.95,1,"Oct 13, 2019",8in.,"ORIGINAL & 100% COMPLETE 1970's Mego DC 8"" Action Figure Batman WOW!!!",Action Figure,1970's
0,JAKKS Pacific,Sports,MVP,Used,2002-Now,,,382939798512,5.98,1,"Oct 13, 2019",,MVP Montell Vontavious Porter 2003 Jakks WWE Wrestling Figure Purple/White,Action Figure,2003
0,,"TV, Movie & Video Games",Jedi,Used,,,,283639004386,28.0,1,"Oct 13, 2019",,Star Wars Clone Wars Jedi Trooper Ahsoka Action Figure Lot,Action Figure,
0,NeroArt Toys,Transformers & Robots,Leonidas,New,,,,362267968777,95.99,2,,25cm,Hot NeroArt Toys NT-08 Beast Muscle Leonidas Deformation with Box New,Action Figure,
0,Super7,"TV, Movie & Video Games",IVAN DROGO,Used,2002-Now,Rocky IV,,254344502533,15.0,1,"Oct 13, 2019",3.75in.,"Ivan Drogo ReAction Super7 Rocky IV 3.75"" Action Figure BLOODY VERSION",Action Figure,2019
0,Galoob,"TV, Movie & Video Games",Stormtrooper,Used,1980-2001,Star Wars,,133182399728,7.99,1,"Oct 13, 2019",1in,"Star Wars Micro Machines STORMTROOPER 1"" Figure BESPIN Cloud City Galoob 1994",Action Figure,1994
0,Galoob,"TV, Movie & Video Games",Endor Rebel Trooper,Used,1980-2001,Star Wars,,133033186651,8.5,4,"Oct 13, 2019",1in,Star Wars ROTJ Micro Machines Endor Rebel Strike Trooper Figure #1A Galoob 1997,Action Figure,1997
0,ToyBiz,Comic Book Heroes,Blade,Used,,,,202792205035,15.99,1,"Oct 13, 2019",6in.,Marvel Legends Series 5 Blade 6 inch action figure ToyBiz Used Loose,Action Figure,
0,NECA,"TV, Movie & Video Games",Freddy Krueger,New,,A Nightmare on Elm Street,,202756840890,10.0,1,"Oct 13, 2019",8in.,"A Nightmare On Elm Street 5 The Dream Child CHEF FREDDY KRUEGER 8"" Figure NECA",Action Figure,2018
0,Action,"TV, Movie & Video Games",,Used,,,,223675076689,17.99,1,"Oct 13, 2019",,Geras of war action figure,Action Figure,
0,Hasbro,"TV, Movie & Video Games",Inquisitor,New,,Star Wars,,274051239040,25.99,1,"Oct 13, 2019",6in.,STAR WARS Black Series REY and D-O #91 FIRST EDITION Brand New Sealed - MINT,Action Figure,2019
0,McFarlane Toys,Sports,Emmitt Smith,New,2002-Now,,,293269183702,35.0,1,"Oct 13, 2019",12in.,NFL 12 inch Emmitt Smith figure Mcfarlane Toys series 1,Action Figure,2003
0,Mattel,"TV, Movie & Video Games",,Used,,Masters of the Universe,,383103518350,79.95,1,"Oct 13, 2019",,1987 Blast Attak Complete Vintage MOTU Figure ,Action Figure,1987
0,Kenner,"TV, Movie & Video Games",,Used,,Silverhawks,,133145007374,34.95,1,"Oct 13, 2019",,1986 Mon Star & Sky Shadow Complete Vintage Figure Kenner Silverhawks,Action Figure,1986
0,Ultra Corps,Military & Adventure,Soldier,Used,,,,153683906291,9.95,1,"Oct 13, 2019",12in.,Lanard Ultra Corps 12 inch Action Figure with weapons Army,Action Figure,
0,Hasbro,"TV, Movie & Video Games",Luke Skywalker,New,,Star Wars,,202799546716,34.99,1,"Oct 13, 2019",6in.,Star Wars Black Series 6” LUKE SKYWALKER Bespin #011 2014,Action Figure,2014
0,Marvel Legends,Comic Book Heroes,Ronin,Used,2002-Now,Avengers,,123938542186,15.0,1,"Oct 13, 2019",6in.,Marvel Legends 6” Nova Guardians Of The Galaxy Avengers loose,Action Figure,
0,Mattel,Sports,Triple H,Used,,WWE,,153682579214,9.0,1,"Oct 13, 2019",,WWE MATTEL ELITE TRIPLE H FIGURE,Action Figure,
0,Lanard,Military & Adventure,Soldier,Used,,Ultra Corps,,153682767809,8.95,1,"Oct 13, 2019",12in.,"GI Joe Type 12"" Military Action Figures 1999 Lanard Ultra Corps with weapon ",Action Figure,1999
0,Star Wars,"TV, Movie & Video Games",Padme Amidala,New,,Padme Amidala,,163901614012,8.99,1,"Oct 13, 2019",,Star Wars Black Series 6 Inch Padme Amidala #81 With New Free Luke Keychain,Action Figure,
2,Kenner,"TV, Movie & Video Games",,Used,80s,,,163895536783,10.5,1,"Oct 13, 2019","2.75""",Vintage Kenner M.A.S.K. Piranha Vehicle + Sly Rax Figure with Mask,Action Figure,
1,Unbranded,Comic Book Heroes,Superhero,New,,,,223703908605,0.99,1,"Oct 13, 2019",,Hulk Avenger superhero Autobots Action Figure Kid Christmas Toy Free Shipping,Action Figure,
0,Max Factory,"TV, Movie & Video Games",,New,,Yakuza,,123705281080,244.99,1,"Oct 13, 2019",150mm,NEW figma 325 Yakuza Goro Mashima action figure Max Factory from Japan F/S,Figure,2017
0,Mattel,Sports,,New,,WWE,,193144162521,12.0,1,"Oct 13, 2019",,Wwe Mattel Elite Ultimate Edition Triple H The Game Hhh Parts Accessories Lot,Action Figure,
0,Hasbro,Comic Book Heroes,,Used,2002-Now,Marvel Legends,,323822806314,22.99,3,"Oct 13, 2019",6in.,"Marvel Legends Black Panther, Killmonger, Endgame, Infinity War, Wakanda, Loose",Action Figure,
0,Marvel,Comic Book Heroes,,New,,,,223651251159,45.9,1,"Oct 13, 2019",3.2 x 11 x 13.6 inches,Marvel Captain America Civil War Blaster Reveal Shield Nerf Darts Kids Pretend ,Captain America Shield,
12,Hasbro,Comic Book Heroes,Spider-Man,New,2002-Now,,,264492710588,24.5,1,"Oct 13, 2019",6in.,Marvel Legends Big Time Spider-Man 6” Figure Exclusive 80 Years Brand New,Action Figure,2019
0,Bandai,"TV, Movie & Video Games",White Ranger,New,1980-2001,Power Rangers,,303268691328,19.99,1,"Oct 12, 2019",,White ranger movie edition bandai 2426 new action figure silver coin,Action Figure,1995
0,Hasbro,"TV, Movie & Video Games",,New,,,,283625148988,20.0,1,"Oct 12, 2019",,Set of 3 Biker Mice from Mars Super Bendables Throttle Vinnie Modo MOC Galoob,Action Figure,
0,Funko,"TV, Movie & Video Games",,New,,Miraculous: Tales of Ladybug & Cat Noir,,372802139604,22.0,1,"Oct 12, 2019",3.75in.,Miraculous: Tales of Ladybug & Cat Noir - Ladybug with Tikki Pop! Vinyl #359,Pop Vinyl,
4,Kenner,"TV, Movie & Video Games",Jedi,New,1980-2001,Star Wars,,123930065369,37.0,1,"Oct 12, 2019",3.75in.,1983 Star Wars Return Of The Jedi Nikto Action Figure MOC 77,Action Figure,1983
0,Hasbro,Transformers & Robots,QUICKSHADOW,New,2002-Now,Transformers,,283640658943,34.95,1,"Oct 12, 2019","4""",QUICKSHADOW RACECAR Playskool Heroes Transformers Rescue Bots 2016 Hasbro ,ROBOTS,2016
0,Hasbro,Military & Adventure,Low-Light,Used,,GI Joe,,333351393137,24.99,1,"Oct 12, 2019",3.75in.,Lot of 5 Vintage Loose GI Joe Action Figures Torch Footloose Low-Light Tollbooth,Action Figure,Random
0,McFarlane Toys,"TV, Movie & Video Games",,New,,,,283639919457,9.99,1,"Oct 12, 2019",,THE WALKING DEAD Carl Grimes Action Figure McFarlane Toys,,
0,Hasbro,Military & Adventure,Snake Eyes,New,,GI Joe,,183992845294,30.0,1,"Oct 12, 2019",3.75in.,GI Joe Snake Eyes & Timber v29 2007 25th Anniversary MOC - Perfect Condition!,Action Figure,2007
0,Unbranded,"TV, Movie & Video Games",,New,,,,192686096880,16.62,202,,,6'' SHF S.H.Figuarts Star Wars Clone Trooper PHASE II Captain Action Figure Toy,Action Figure,
15,Dragon Action Figures,"TV, Movie & Video Games",Toothless,Used,,How to Train Your Dragon,,183980062810,26.05,1,"Oct 12, 2019",,"How To Train Your Dragon Action Figure Lot, Toothless, Zippleback, Hookfang ect.",Action Figure,
14,Sideshow Collectibles,"TV, Movie & Video Games",,New,,Planet of the Apes,,264489005402,32.0,1,"Oct 12, 2019",12in.,"SIDESHOW PLANET OF THE APES ASTRONAUT TAYLOR 12"" ACTION FIGURE - NEW IN BOX",Action Figure,2004
0,Funko,Comic Book Heroes,Civil Warrior,New,2002-Now,Captain America,,273363236063,9.99,3,,3.75in.,Marvel: Contest of Champions Civil Warrior Pop Game! Vinyl Figure GamerVerse 299,Vinyl Bobble-Head,
0,McFarlane Toys,"TV, Movie & Video Games",Alien,New,,Predator,,153682031264,29.99,1,"Oct 12, 2019",7in.,McFarlane Toys Alien and Predator Deluxe Boxed Set Movie Maniacs Action Figure,Action Figure,
0,TOMY,Transformers & Robots,Megatron,New,,Transformation,,123876232186,69.99,14,,,"TAKARA Tomy Transformers MP-36 Megatron Destron Leader KO 9"" Action Figure",Action Figure,
2,McFarlane Toys,"TV, Movie & Video Games",,New,2002-Now,The Walking Dead,,163893353837,35.0,1,"Oct 12, 2019",,McFARLANE THE WALKING DEAD ACTION FIGURE SERIES 8 Lot Of 7 Unopened,Action Figure,2015
9,Hasbro,"TV, Movie & Video Games",Dr. Facilier,Used,2002-Now,Star Wars,,133195921222,6.06,1,"Oct 12, 2019",3 3/4 Inch Scale,Han Solo Echo Base Photo Real Likeness 2019 VINTAGE Collection Star Wars ..LOOSE,Action Figure,2018
0,Jakks Pacific,Sports,,New,,,,133190534135,39.99,1,"Oct 12, 2019",,WWE Wrestling Exclusives Batista Exclusive Action Figure [Wrapped with Bandages],Action Figure,
0,Playmates,"TV, Movie & Video Games",Walkabout,Used,1980-2001,Teenage Mutant Ninja Turtles,,223682782752,10.46,1,"Oct 12, 2019","5""",TMNT Walkabout 1991 Teenage Mutant Ninja Turtles Vintage,Action Figure,1991
4,Kenner,"TV, Movie & Video Games",Pit,Used,,,,333353494249,34.8,1,"Oct 12, 2019",,"KENNER MASK BILLBOARD BLAST station, figure, Missiles & Original Box",Action Figure,
1,McFarlane Toys,Comic Book Heroes,Angela,New,,Spawn Deluxe,,264489708527,2.1,1,"Oct 12, 2019",,McFarlane SPAWN Silver ANGELA Deluxe LIMITED EDITION Action Figure RARE,Action Figure,
1,Mattel,Comic Book Heroes,,Used,2002-Now,,,202793817396,6.0,1,"Oct 12, 2019",,MATTEL JLU JUSTICE LEAGUE MR. TERRIFIC (2nd release with T-SPHERE accessory),Action Figure,
0,Hasbro,Military & Adventure,,Used,,GI Joe,,293101960066,12.99,1,"Oct 12, 2019",3.75in.,Vintage GI Joe Cobra Frag-Viper with Full Uncut File Card - SHIPS SAME DAY,Action Figure,
4,Hasbro,Military & Adventure,Blue,Used,,GI Joe,,362772024288,19.49,1,"Oct 12, 2019",3.75in.,"(2) 1986 GI Joe ""Sgt. Slaughter"" action figures  3.75"" blue black shirt vintage ",Action Figure,1986
0,DID,Military & Adventure,,New,2002-Now,,,153660135760,42.99,2,,,DID R80139B 1/6th WWII USSR Battle of Stalingrad 1942 Sniper Vasily Head Sculpt,Action Figure,2019
0,Hasbro,"TV, Movie & Video Games",,New,,Star Wars,,201628957993,9.5,1,"Oct 12, 2019",3.75in.,Star Wars - Black Series #08 CLONE PILOT Action Figure - 2013 Hasbro,Action Figure,2013
9,Hasbro,"TV, Movie & Video Games",,Used,,Star Wars,,143405364685,6.5,1,"Oct 12, 2019","3.75"" SCALE",Lando Calrissian Figure Walmart Exclusive Black Series Star Wars TBS ......LOOSE,Action Figure,
1,Hasbro,Military & Adventure,slice and dice,Used,,GI Joe,,233367741945,7.25,1,"Oct 12, 2019",3.75in.,"Gi Joe Action Figure Lot 4, 3 figures",Action Figure,
0,Takara Tomy,Transformers & Robots,,New,,Transformers,,153662620867,49.0,1,"Oct 12, 2019",,NEW in box Masterpiece - MP-40 Targetmaster Hot Rodimus Takara Tomy Japanese G1,,
1,Hasbro,Military & Adventure,,Used,,GI Joe,,333351299510,9.99,1,"Oct 12, 2019",3.75in.,2004 GI Joe Tiger Hawk pilot Ace v6 - COMPLETE,Action Figure,2004
0,Funko,"TV, Movie & Video Games",,New,,Game of Thrones,,312774520143,8.0,1,"Oct 12, 2019",,Funko! Game of Thrones! Samwell Tarly & Styr Action Figure Bundle,Action Figure,
