bids,brand,category,character,condition,era,franchise,gender,item_num,price,quantity_sold,sell_date,size,title,toy_type,year
0,Star wars,"TV, Movie & Video Games",,New,,Star Wars,,183994258057,19.99,1,"Oct 13, 2019",3.75in.,Star Wars A Goon Story The Hunt for the Mysterious Ewookie custom figure 4 pack,Customized Action Figure,
0,Weijiang,Transformers & Robots,,New,2002-Now,,,113830357480,51.19,3,,30CM,Wei Jiang Transformers MPP10 Optimus Prime Primary Color Trailer Containe~666,Action Figure,2017
0,Playmates Toys,"TV, Movie & Video Games",Warrior,Used,,Teenage Mutant Ninja Turtles,,123930910677,65.0,1,"Oct 13, 2019",,GATE KEEPER ROCKSTEADY Warriors of the Forgotten Sewer Vtg 1994 TMNT Figure,Action Figure,1994
0,McFarlane Toys,Sports,Phil Simms,New,2002-Now,,,352815078099,14.0,1,"Oct 13, 2019",,McFarlane Phill Simms Giants NFL Legends Action Figure Series 6,Action Figure,2010
5,Star Wars,"TV, Movie & Video Games",,New,2002-Now,Star Wars,,133194756196,10.5,1,"Oct 13, 2019",3.75in.,Star Wars Commemorative Edition Skywalker Saga Darth Vader & Stormtrooper.,Action Figure,2019
0,Mattel,Comic Book Heroes,Black Canary,Used,2002-Now,Justice League,,143270358279,46.28,1,"Oct 13, 2019",6in.,DC Universe Classics CUSTOM Black Canary wave 9 Green Arrow Mattel free ship.,Action Figure,
18,Hasbro,Comic Book Heroes,Rogue,Used,2002-Now,X-Men,,372796517698,59.0,1,"Oct 13, 2019",,Hasbro Marvel Legends X-Men Juggernaut Wave Rogue Figure in Box No BAF,Action Figure,
0,Hasbro,Transformers & Robots,Skids,Used,2002-Now,Transformers,,333347229757,15.0,1,"Oct 13, 2019",,100% Complete Transformers Alternators Binaltech Skids Scion xB Instructions Gun,Action Figure,2005
4,KENNER,Sports,,New,1980-2001,,,401912164545,5.03,1,"Oct 13, 2019",,1995 STARTING LINEUP - SLU - MLB - BOB FELLER - CLEVELAND INDIANS - COOPERSTOWN,Action Figure,1995
1,Star Wars,"TV, Movie & Video Games",,Used,,Star Wars,,223691980200,4.99,1,"Oct 13, 2019",,Star Wars Vintage 1978 White Tie Fighter Wing original parts #1 UNBROKEN ,Action Figure,
10,Hasbro,"TV, Movie & Video Games",Second Sister Inquisitor,New,2002-Now,,,274041257230,19.5,1,"Oct 13, 2019",6in.,Star Wars Jedi Fallen Order Black Series-First Edition Second Sister Inquisitor,Action Figure,
15,Hasbro,Military & Adventure,NIGHT FORCE  NIGHT RAIDER,Used,1982 - 1998,GI Joe  Cobra,,333352463748,46.0,1,"Oct 13, 2019",3.75in.,GI JOE --- 1988  tru  NIGHT FORCE  NIGHT RAIDER  PARTS LOT  # 3  -- GIJOE,Action Figure,1988
0,Star Wars,"TV, Movie & Video Games",Leia Organa,New,2002-Now,Princess Leia,,202771185278,40.0,19,,6in.,StarWars Black Series #16 Princess Leia Organa Boushh 6inch Figure,Action Figure,
14,Mego,Transformers & Robots,Pharoid,Used,,Micronauts,,183985433651,41.0,1,"Oct 13, 2019",3.75 in,MEGO Micronauts Red PHAROID with TIME CHAMBER - Complete - RARE Type-1 Japan,Action Figure,1977
30,Kenner,"TV, Movie & Video Games",R2-D2,Used,Pre-1980,Star Wars,,183981758128,42.0,1,"Oct 13, 2019",3.75in.,Vintage 1977 Kenner Star Wars Figure Lot R2-D2 Sensorscope Complete Rare No COO,Action Figure,1977
5,Hasbro,"TV, Movie & Video Games",Luke Skywalker,New,,Star Wars,,264490223818,42.0,1,"Oct 13, 2019",6in.,Star Wars Black Series Luke Skywalker Bespin 6” Figure #11 New (light Wear),Action Figure,
0,Mattel,Sports,,New,,WWE,,183986281230,39.98,2,,,Custom The Fiend Bray Wyatt Head Resin Cast For WWE Mattel Action Figure,Action Figure,
0,Hasbro,Military & Adventure,,Used,,GI Joe,,183984144580,12.5,1,"Oct 13, 2019",3 3/4,Hasbro GI Joe 1986 Strato-Viper Figure  - Excellent Condition!,Action Figure,
9,Kenner,"TV, Movie & Video Games",C-3PO,Used,Pre-1980,Star Wars,,174052685076,6.5,1,"Oct 13, 2019",3.75in.,Vintage 1977 Kenner Star Wars ANH First 12 C-3PO Droid Complete Hong Kong,Action Figure,1977
0,Mattel,Comic Book Heroes,Batman,Used,,Justice League,,223685447547,2.0,1,"Oct 13, 2019",6 inch,"2011 Mattel Batman ACTION FIGURE 6"" Black Without Cape DC Comics JUSTICE LEAGUE",Action Figure,2011
6,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113917822473,10.5,1,"Oct 13, 2019",3.5in.,GI JOE Psych Out 1991 Tight Joints Glossy Paint*,Action Figure,1989
0,Dragon Models,Military & Adventure,,New,,,,383135959667,3.99,11,,,1:6 FIGURE WW2 GERMAN Handschar Mountain Division Commander Leather Belt FH_6E,,
5,Voltron,Transformers & Robots,Robot,Used,,,,153674622687,15.5,1,"Oct 13, 2019",,Lot Of 8 Vinatage Y&K Japan Voltron Diecast Transformers Robot Action Figures,Action Figure,
5,Marvel Legends,Comic Book Heroes,Dazzler,New,2002-Now,X-Men,,264490224011,16.45,1,"Oct 13, 2019",6in.,Marvel Legends X-Men Retro DAZZLER 6” Figure Marvel 80 Years Brand New,Action Figure,2019
5,Kenner,"TV, Movie & Video Games",Power Droid,Used,Pre-1980,Star Wars,,183981758276,7.19,1,"Oct 13, 2019",3.75in.,Vintage Original 1978 Kenner Star Wars Figure Lot Power Droid Complete Hong Kong,Action Figure,1978
4,KENNER,Sports,,New,1980-2001,,,123929996485,5.0,1,"Oct 13, 2019",,1995 STARTING LINEUP - SLU - MLB - WHITEY FORD - NEW YORK YANKEES - COOPERSTOWN,Action Figure,1995
0,Hasbro,Transformers & Robots,Starscream,Used,2002-Now,Transformers,,223685082437,19.95,1,"Oct 13, 2019",,Transformers Revenge of the Fallen Voyager Class Starscream 2008 MISB,Action Figure,2008
10,Kenner,"TV, Movie & Video Games",R5-D4,Used,Pre-1980,Star Wars,,183981758398,8.06,1,"Oct 13, 2019",3.75in.,Vintage Original 1978 Kenner Star Wars ANH Lot R5-D4 Droid Complete Hong Kong,Action Figure,1978
3,Hasbro,"TV, Movie & Video Games",Ki-Adi-Mundi,Used,,Star Wars,,254381434337,15.51,1,"Oct 13, 2019",3.75in.,Star Wars Figure TLC Comic Pack Ysanne Isard Loose The Legacy Collection ,Action Figure,
21,TBLeague,"TV, Movie & Video Games",,New,2002-Now,,,293265905482,32.0,1,"Oct 13, 2019",1/12,TBLeague T03B 1/12 Female Body 6'' Suntan Mid Breast Figure Model Unpainted Head,Action Figure,
26,,"TV, Movie & Video Games",,Used,,,,183977712183,57.55,1,"Oct 13, 2019",,Vintage Star Wars Beater Action Figure Accessory Lot Of 31 1977-1984,Action Figure,1984
8,Marvel Legends,Comic Book Heroes,Spider-Man,Used,2002-Now,Spider-Man,,323944325840,6.5,1,"Oct 13, 2019",6in.,Marvel Legends Spider-Man Homecoming Tech Suit Series 6-inch Action Figure loose,Action Figure,2017
3,Kenner,"TV, Movie & Video Games",Walrus Man,Used,Pre-1980,Star Wars,,174052685307,3.37,1,"Oct 13, 2019",3.75in.,Vintage 1978 Kenner Star Wars Lot Walrus Man Near Complete Hong Kong Pink Tusks!,Action Figure,1978
0,Marvel,Comic Book Heroes,Black Widow,New,,Marvel,,303303532810,10.99,1,"Oct 13, 2019",,Marvel Toybox Disney Store Black Widow Action Figure Exclusive #6 New NIP Batons,Action Figure,
4,Kenner,"TV, Movie & Video Games",Luke Skywalker,Used,Pre-1980,Star Wars,,143404439743,3.0,1,"Oct 13, 2019",3.75in.,Vintage 1978 Star Wars Luke Skywalker X-Wing Pilot Hong Kong Really Nice Paint,Action Figure,1978
1,Kenner,"TV, Movie & Video Games",Hammerhead,Used,Pre-1980,Star Wars,,174052685393,0.99,1,"Oct 13, 2019",3.75in.,Vintage 1978 Kenner Star Wars ANH Lot Hammerhead Hong Kong Near Complete,Action Figure,1978
0,Unbranded,Military & Adventure,,New,,,,312719778777,2.95,6,,,"1PC 1:6 Scale 12"" Action Figure Model Head Carved Motorcycle Helmet",,
12,Kenner,"TV, Movie & Video Games",Snowtrooper,Used,1980-2001,Star Wars,,174052685519,10.5,1,"Oct 13, 2019",3.75in.,Vintage 1980 Star Wars ESB Stormtrooper Hoth Snowtrooper Near Complete Hong Kong,Action Figure,1980
1,Playmates,"TV, Movie & Video Games",,New,2002-Now,TMNT,,254381535237,4.99,1,"Oct 13, 2019",6in.,Rise of the Teenage Mutant Ninja Turtles - Splinter the Chill Master,Action Figure,
0,,"TV, Movie & Video Games",Asajj Ventress,Used,,,,293264260282,7.0,1,"Oct 13, 2019",,Star Wars The Clone Wars Asajj Ventress Unleshed Statue Action Figure Toy Doll ,Action Figure,
8,Kenner,"TV, Movie & Video Games",Imperial Commander,Used,1980-2001,Star Wars,,183981759036,6.5,1,"Oct 13, 2019",3.75in.,Vintage 1980 Kenner Star Wars ESB Lot Imperial Commander Hong Kong Near Complete,Action Figure,1980
0,NECA,"TV, Movie & Video Games",Decker,New,2002-Now,Nightbreed,,372802601277,29.9,1,,8in.,NECA Nightbreed Decker 8” Clothed Action Figure Horror Clive Barker IN STOCK!,Action Figure,2019
0,Mattel,Sports,,Used,,WWE,,133155130547,19.99,1,"Oct 13, 2019",7in.,Lot WWE figures John Cena Roman Reigns The Undertaker Heartbreak kid 9 pc lot,Action Figure,1999 0 2017
2,Mattel,Comic Book Heroes,,Used,2002-Now,,,264490224874,12.0,1,"Oct 13, 2019",6in.,DC Comics Multiverse Batman 80th KATANA 6” Figure Preowned (No C & C Piece),Action Figure,2019
7,KENNER,Sports,,New,1980-2001,,,123929997279,6.0,1,"Oct 13, 2019",,1995 STARTING LINEUP - SLU - MLB - BOB GIBSON - ST LOUIS CARDINALS - COOPERSTOWN,Action Figure,1995
0,Toy Biz,Comic Book Heroes,Mojo,Used,,Marvel Universe,,202750649401,80.0,1,"Oct 13, 2019",,MOJO Marvel Legends Complete Build A Figure Toy Biz BAF X-Men USED VHTF RARE,Action Figure,2004
5,Kenner,"TV, Movie & Video Games",2-1B,Used,1980-2001,Star Wars,,174052685685,5.5,1,"Oct 13, 2019",3.75in.,Vintage 1980 Kenner Star Wars ESB 2-1B Too-Onebee Droid Near Complete Hong Kong,Action Figure,1980
0,Marvel Legends,Comic Book Heroes,Marvel,Used,,Marvel Universe,,401863085326,54.95,1,"Oct 13, 2019",6in.,Marvel Legends Avengers X-Men CYCLOPS Warlock Build A Figure Hasbro Jim Lee RARE,Action Figure,2019
1,Mezco,Comic Book Heroes,Daredevil,New,,Marvel Universe,,383197291772,60.0,1,"Oct 13, 2019",,Mezco Toyz One:12 Collective Daredevil Yellow Costume Marvel PX EXCLUSIVE MISB,Action Figure,
0,Hasbro,"TV, Movie & Video Games",Dr. Facilier,New,2002-Now,Star Wars,,223663566115,14.99,1,,3 3/4 Inch Scale,X-Wing Pilot Luke Skywalker Jedi Destiny SDCC VINTAGE Collection Star Wars LOOSE,Action Figure,2018
12,Hasbro,Military & Adventure,Gi joe,Used,,GI Joe,,333352510395,102.0,1,"Oct 13, 2019",3.75in.,"GI Joe Figure Lot of 20 Vehicle Drivers and Pilots 3.75"" with Some Accessories ",Action Figure,1980's
0,McFarlane Toys,"TV, Movie & Video Games",,New,2002-Now,Halo,,113848075689,14.96,1,"Oct 13, 2019",,"HALO 3 HELMET PACK!!! 3PK W/ BLUE EOD, RED HAYABUSA, AND YELLOW  EVA!!",,
0,Marvel,Comic Book Heroes,Spider-Man,Used,2002-Now,Marvel Universe,,183960327036,13.0,1,"Oct 13, 2019",7in.,Marvel Select Spider-Man Figure Loose,Action Figure,
8,Hasbro,Military & Adventure,,Used,,GI Joe,,174056043317,63.0,1,"Oct 13, 2019",12in.,"Vintage GI Joe (1967-1969) 12 inch, tight, 01",Action Figure,1967
1,McFarlane Toys,Comic Book Heroes,Violator,New,1980-2001,Spawn,,153679040246,5.0,1,"Oct 13, 2019",6 in.,McFarlane 1997 Spawn The Movie Violator Figure Deluxe Boxed Edition 13”,Action Figure,1997
5,Madden NFL 18 Series 1 McFarlane,Sports,,New,,,,362772519067,12.5,1,"Oct 13, 2019",,Melvin Gordon (Los Angeles Chargers) Madden NFL 18 Series 1 McFarlane,,
0,Playmates Toys,"TV, Movie & Video Games",Wacky Action Walkin' Mouser,Used,1980-2001,Teenage Mutant Ninja Turtles,,174061285938,14.99,1,"Oct 13, 2019",5in.,"TMNT Wacky Action Walkin' Mouser 5"" Figure DAMAGED Playmates 5615 1989",Action Figure,1989
0,KUMIK,"TV, Movie & Video Games",,New,2002-Now,,,223609047431,17.85,5,,Fit for 1/6 figure,"1/6 KUMIK Little Girl Body Model Junior Teenage F 12"" Action Figure Head Sculpt",Action Figure,2018
0,Kenner,"TV, Movie & Video Games",,Used,,Star Wars,,361559435209,32.99,161,,"3.75""",57 Vintage Star Wars Weapons Figures Lot  Replacements,Action Figure,
0,Kenner,Sports,Kirby Puckett,New,1980-2001,,,312779636864,6.0,3,"Oct 13, 2019",4in.,Starting Lineup Kirby Puckett 1996 action figure,Action Figure,1996
0,Hasbro,Transformers & Robots,Prowl,New,2002-Now,Transformers,,143403512036,80.0,1,"Oct 13, 2019",,Transformers Alternators #16 Prowl Acura RSX MISB Original Red Box Unopened,Action Figure,2005
1,Skybolt Toyz,Comic Book Heroes,Jazz,New,1980-2001,,,113912117805,4.9,1,"Oct 13, 2019",,MOC 1998 JAZZ Figure-LATINA_,Action Figure,1998
0,Takara,Other Action Figures,,Used,1980-2001,Battle Beast,,174063522857,40.0,1,"Oct 13, 2019",,8 Vintage Battle Beast Figures What You See Is What You Get,Action Figure,1987
1,,Military & Adventure,,New,,GI Joe,,193144837405,75.0,1,"Oct 13, 2019",12in.,G.I. Joe Black Spider Rendezvous - NIB,Action Figure,
0,Diamond Select,"TV, Movie & Video Games",,New,,,,372801790353,28.0,1,"Oct 13, 2019",,Westworld Diamond Select Outlaw Dolores Action Figure NIB,Action Figure,2019
0,Does not apply,"TV, Movie & Video Games",,New,,,,192991164053,19.99,1,"Oct 13, 2019",14cm,Figma 096 Michael Jackson MJ Thriller MV Ver. PVC Figure Toys in Box Kids Gift S,Action figure,2018
0,NECA,Military & Adventure,,New,,,,293252324969,49.99,1,"Oct 13, 2019",,Diamond Marvel Select Emma Frost New in Pack ,Action Figure,
1,Mattel,Sports,,Used,,WWE,,372796591973,4.99,1,"Oct 13, 2019",,2014 Mattel WWE  KONNOR & VIKTOR 2 Figure Battle Pack Ascension ,Action Figure,2014
0,LJN,Sports,Terry Funk,Used,1980-2001,WWF,,392472227467,6.29,1,"Oct 13, 2019","7.5""","Vintage 1986 WWF LJN Terry Funk Titan Sports Wrestling 7-1/2"" High",Action Figure,1986
23,,"TV, Movie & Video Games",Warrior,New,,,,153674937457,147.27,1,"Oct 13, 2019",,VINTAGE Carded SUPER NATURALS Action Figure LOT SET of 6 Evil Warriors 1987 Moc ,Action Figure,1987
2,Mattel,"TV, Movie & Video Games",Two Bad,Used,2002-Now,Masters of the Universe,,233364083917,55.95,1,"Oct 13, 2019",6.5in.,MOTUC  Masters of the Universe Classics Two Bad 100% Complete,Action Figure,
10,19 Ultimate Team Series 2,Sports,,New,,,,362772519074,17.0,1,"Oct 13, 2019",,Rob Gronkowski New England Patriots Madden NFL 19 Series 2 McFarlane Exclusive,,
0,Funko,"TV, Movie & Video Games",Pop,New,2002-Now,Rick and Morty,,372205143642,10.94,90,,3.75in.,Funko Pop Animation: Rick and Morty - Snowball Vinyl Figure Item #12445,Action Figure,2017
0,,Comic Book Heroes,,Used,,,,143397160326,35.43,1,"Oct 13, 2019",,vintage Kenner SUPER POWERS LOT #43 Steppenwolf HAWKMAN Lex Luthor BRAINIAC,Action Figure,
0,Hasbro,Transformers & Robots,Bombshock,Used,2002-Now,Transformers,,113884999946,14.99,1,"Oct 13, 2019",,Transformers Power Core Combiners Bombshock Figure 2010,Action Figure,2010
0,Kenner,Sports,Kobe Bryant,New,1980-2001,,,153651714724,35.0,1,"Oct 13, 2019",,1996 Starting Lineup Kobe Bryant Extended Edition excellent,Action Figure,1996
1,Hasbro,Military & Adventure,,Used,,GI Joe,,143404471337,5.0,1,"Oct 13, 2019",3.75in.,"GI Joe WET-SUIT (v3) - S.E.A.L. SEA, AIR AND LAND 1992 Action Figure ARAH Cobra",Action Figure,1992
0,Playmates Toys,"TV, Movie & Video Games",Leonardo,Used,1980-2001,Teenage Mutant Ninja Turtles,,323923982889,33.0,1,"Oct 13, 2019",,Vintage TMNT Teenage Mutant Ninja Turtles Universal Monster Dracula Don Complete,Action Figure,1988
0,McFarlane Toys,Sports,,New,2002-Now,,,283505517437,19.99,1,"Oct 13, 2019",6in.,Joseph Addai McFarlane Louisiana State University Tigers Figure NM+ Colts Indy,Action Figure,2011
0,Unbranded,"TV, Movie & Video Games",,New,,,,153510826206,68.5,1,"Oct 13, 2019",,"Hot 1/6 scale Joker figure BBK Comic A Clown BBK002 12"" toy",,
0,Guru Toyz,Military & Adventure,Agent Annika,New,,SpyLounge,,153468749577,3.99,1,"Oct 13, 2019","3.75""",NINJA Masked Action Figure Head - BLACK (1) Custom Fodder 1:18 Star Wars GI Joe,Action Figure,2014
9,Madden NFL 18 Series 1 McFarlane,Sports,,New,,,,362772519102,21.05,1,"Oct 13, 2019",,Russell Wilson (Seattle Seahawks) Madden NFL 18 Ultimate Team Series 1 McFarlane,,
0,Unbranded,"TV, Movie & Video Games",Black Widow,New,,Avengers,,193018230323,18.99,12,,6in.,SHF S.H.Figuarts Marvel Avengers Endgame Black Widow Action Figure New In Box,Action Figure,
0,Hasbro,Military & Adventure,Airborne,Used,,GI Joe,,254387569311,10.0,1,"Oct 13, 2019",3.75in.,GI Joe Vintage 1983 Airborne C8 Nearly Complete File Card Broken Leg,Action Figure,1983
1,Mattel,"TV, Movie & Video Games",Clamp Champ,Used,2002-Now,Masters of the Universe,,352818021779,34.95,1,"Oct 13, 2019",6.5in.,MOTUC  Masters of the Universe Classics Clamp Champ 100% Complete,Action Figure,
0,Kenner,"TV, Movie & Video Games",Ewok,New,1980-2001,Star Wars,,183831154859,16.99,1,"Oct 13, 2019",3.75in.,1997 Star Wars Ewoks: Wicket & Logray POTF Freeze Frame Collection 2 Figure 2PK,Action Figure,1997
8,Mego,Transformers & Robots,Acroyear,Used,Pre-1980,Micronauts,,183985505925,56.0,1,"Oct 13, 2019",3.75 in,MEGO MICRONAUTS-  ACROYEAR - Pink - Complete w/ all Accessories  - 1976 Vintage,Action Figure,1976
0,Unbranded,"TV, Movie & Video Games",,New,,The Legend of Zelda,,192793675307,12.58,33,,3.5-5.5cm,The Legend Of Zelda Breath Of The Wild 12 PCS Action Figures Doll Kids Gift Toys,Action Figure,2019
3,Madden 17 Ultimate Team Series 1,Sports,,New,,,,362772519091,13.5,1,"Oct 13, 2019",,Todd Gurley (Los Angeles Rams) EA Sports Madden NFL 17 Series 1 McFarlane,,
0,,Military & Adventure,,New,,,,361991593830,7.79,413,,,"Action Figure Accessory Hose for GI Joe Cobra Tele Viper, Ripper, etc 5 ft.",Action Figure,
0,Hasbro,Military & Adventure,Mean Dog,Used,1980-2001,GI Joe,,283601993508,4.95,1,"Oct 13, 2019","3.75""",GI Joe Mean Dog Missile Rocket Pod Pack Box 1988 ARAH - Right Side,Action Figure,1988
0,Hasbro,Military & Adventure,Mean Dog,Used,1980-2001,GI Joe,,123917575603,8.41,1,"Oct 13, 2019","3.75""",Mean Dog Missile Rocket Pod Pack Box 1988 Gi Joe Hasbro Vintage ARAH,Action Figure,1988
0,Kenner,"TV, Movie & Video Games",Rancor,Used,,Star Wars,,113922028968,29.99,1,"Oct 13, 2019",,VINTAGE Original 1984 KENNER STAR WARS RANCOR MONSTER Return of the Jedi Figure,,1984
0,Unbranded,"TV, Movie & Video Games",,New,2002-Now,Plants vs. Zombies,,254209757367,4.9,43,,,Plants VS Zombies Toys Peashooter Cob Citron Cannon With Zombie Action Figure,Action Figure,2018
1,Mattel,"TV, Movie & Video Games",She-Ra,Used,1980-2001,"Masters of the Universe, He Man",,133191632229,9.99,1,"Oct 13, 2019",5.5in.,Vintage 1984 She-Ra Princess of Power Sweet Bee Figure MOTU w/ Horse Wings,Action Figure,1984
0,Hasbro,"TV, Movie & Video Games",R2-D2,New,,,,333317926860,34.99,2,,3.75in.,STAR WARS VINTAGE COLLECTION A NEW HOPE R2-D2 3 3/4 INCH ACTION FIGURE WAVE 8,Action Figure,2018
0,Funko,Sports,Deshaun Watson,New,,Football,,362625932957,16.95,3,,,"Funko Pop Football - Texans - Deshaun Watson (NEW,#94)",,
0,NECA,"TV, Movie & Video Games",Guardian,Used,,Predator,,274050753068,99.0,1,"Oct 13, 2019",,Neca Predator Lost Tribe Lot Shaman Guardian Boar Collection Action Figures,Action Figure,
8,Star Wars,"TV, Movie & Video Games",,New,2002-Now,Star Wars,,133194749912,14.5,1,"Oct 13, 2019",6in.,Star Wars Black Series 6 Inch #93 Cal Kestis.,Action Figure,2019
2,Star Wars,"TV, Movie & Video Games",,Used,,Star Wars,,223691974536,5.5,1,"Oct 13, 2019",,Star Wars Vintage 1978 White Tie Fighter wing holder original parts #2 UNBROKEN ,Action Figure,
56,NECA,"TV, Movie & Video Games",Jason Voorhees,New,,Friday the 13th,,372796511912,112.5,1,"Oct 13, 2019",,Neca Reel Toys Friday the 13th Action Figures 25th Anniversary Boxed Set Sealed,Action Figure,2005
0,Unbranded,"TV, Movie & Video Games",Diesel,New,2002-Now,,,153673480972,102.0,1,"Oct 13, 2019",12in.,Custom The Fast And The Furious Dominic Toretto 1/6 Scale Action Figure,Action Figure,
1,Elite Brigade,Military & Adventure,,Used,,,,233362095567,3.99,1,"Oct 13, 2019",12in.,Lot of Elite Brigade 1/6 Scale OD Shirt Dickies,Action Figure,
0,Marvel,Comic Book Heroes,Hero,New,2002-Now,Marvel,,333350252033,29.0,1,"Oct 13, 2019",,Marvel Infinity War Titan Hero Series Groot with Titan Hero Power FX Port,Action Figure,
1,Hasbro,Military & Adventure,G.I. Joe Sailor,New,,GI Joe,,193144776164,12.99,1,"Oct 13, 2019",12in.,"1995 GI Joe Army Action Sailor WWII 50th Anniversary 12"" Figure NEW ",Action Figure,1995
1,KENNER,Sports,,New,1980-2001,,,401911160891,2.99,1,"Oct 13, 2019",,1992 STARTING LINEUP - SLU - MLB - BO JACKSON (RUNNING) - CHICAGO WHITE SOX,Action Figure,1992
0,MEGO,"TV, Movie & Video Games",Happy,New,Pre-1980,Happy Days FONZIE,,254345670821,40.0,1,"Oct 13, 2019",8in.,"Vintage 1976 MEGO Happy Days FONZIE 8"" Action Figure Doll original box",Action Figure,1976
2,ANABASIS,"TV, Movie & Video Games",Rambo,Used,1980-2001,Rambo,,133194750120,4.25,1,"Oct 13, 2019",7in.,Rambo 1985 ANABASIS Vintage Action Figure 7” Sylvester Stallone,Action Figure,1985
1,KENNER,Sports,,New,1980-2001,,,401911168753,2.99,1,"Oct 13, 2019",,1992 STARTING LINEUP - SLU - MLB - HOWARD JOHNSON - NEW YORK METS,Action Figure,1992
0,Hasbro,"TV, Movie & Video Games",Anakin Skywalker,New,,Star Wars,,333355300290,3.9,1,"Oct 13, 2019",,Star Wars Attack of the Clones ANAKIN SKYWALKER Secret Ceremony Hasbro '03 #07,Action Figure,
9,Marvel Legends,Comic Book Heroes,Cannonball,Used,2002-Now,Marvel Legends,,303314527755,7.5,1,"Oct 13, 2019",6in.,Marvel Legends X-Men New Mutants X-Force Cannonball From Domino Wal Mart 2 Pack,Action Figure,2007
0,McFarlane Toys,"TV, Movie & Video Games",,Used,,The Matrix,,202799369069,40.0,1,"Oct 13, 2019",,The Matrix 2003 Morpheus Figure IN CHAIR  Movie Action Figure McFarlane loose,Action Figure,2003
0,Marvel Legends,Comic Book Heroes,Black Widow,New,2002-Now,Marvel Universe,,352822370690,15.0,2,"Oct 13, 2019",6in.,Marvel Legends Avengers Infinity War Cull Obsidian Series Black Widow! BAF Torso,Action Figure,2018
0,Bandai,Anime & Manga,Goku,New,2002-Now,Dragon Ball Z,,174052122445,23.72,8,"Oct 13, 2019",6in.,"Bandai Dragon Ball Super Goku Dragon Stars Series 6"" Action Figure",Action Figure,2019
0,HZB,Transformers & Robots,Cable,New,2002-Now,Transformers,,173609978852,17.99,12,,14cm,TRANSFORMERS Generations Power of the Primes Deluxe Snarl Dinobot FIGURE(NO BOX）,Action Figure,2018
8,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113917803866,17.5,1,"Oct 13, 2019",3.5in.,GI JOE Lot Of 2 Figures Tight Joints Glossy Paint*,Action Figure,1989
2,MEDICOM,Designer & Urban Vinyl,,New,2000-Now,Be@rbrick,,264486822279,5.0,1,"Oct 13, 2019",100%,BE@RBRICK Series 36 - Cute (Garfield The Cat) 100% w/ Bio Card & Box,Action Figure,
0,NECA,"TV, Movie & Video Games",Santa Claus,New,2002-Now,Year Without Santa Claus,,223646889152,50.0,1,"Oct 13, 2019",7in.,"NECA Year Without Santa Claus 2006 HEAT & SNOW MISER 7"" Action Figure SET ",Action Figure,2006
0,Hasbro,Military & Adventure,Action Soldier,Used,Pre-1980,GI Joe,,113923092229,100.0,1,"Oct 13, 2019",12in.,GI Joe Vintage Original 1964 ACTION SOLDIER w/ MP Outfit,Action Figure,1964
9,Star Wars,"TV, Movie & Video Games",,New,2002-Now,Star Wars,,133194750775,14.5,1,"Oct 13, 2019",6in.,Star Wars Black Series 6 Inch #96 Offworld Jawa.,Action Figure,2019
4,Star Wars,"TV, Movie & Video Games",,Used,,Star Wars,,223691975243,7.5,1,"Oct 13, 2019",,Star Wars Vintage 1978 White Tie Fighter wing holder original parts #1 UNBROKEN ,Action Figure,
8,Hasbro,Transformers & Robots,Inferno,Used,1980-2001,Transformers,,163894589030,8.59,1,"Oct 13, 2019",,Transformers G1 Generation 1 Inferno Action Figure Vintage Hasbro JH,Action Figure,
0,Hot Toys,"TV, Movie & Video Games",Wolverine,New,,X-Men,,123855179463,249.99,1,"Oct 13, 2019",12in.,=MIB= 1/6 Hot Toys X-MEN : The Last Stand Wolverine MMS187,Action Figure,
0,W. Britain,Other Action Figures,,New,Zulu War,,,303287265331,19.99,1,"Oct 13, 2019","Each Section Measures 6.5""L x 0.5""D x 1.75""H",W Britain 51002 - Mealie Bag Wall Sections Straight  2 Piece Set,Action Figure,
0,Hasbro,Military & Adventure,GI JOE,New,Pre-1980,GI Joe,,123938771282,100.0,1,"Oct 13, 2019",,GI Joe Salesman's Sample Cloth Ammo Pouches - Replica Set,Action Figure,1964 1965 1966 1967 1968 1969 1970 1975
1,MEDICOM,Designer & Urban Vinyl,,New,2000-Now,Be@rbrick,,264486823180,5.0,1,"Oct 13, 2019",100%,BE@RBRICK Series 37 - Cute (Toei Robocon) 100% w/ Bio Card & Box,Action Figure,
1,KENNER,Sports,,New,1980-2001,,,123928904239,2.39,1,"Oct 13, 2019",,1992 ROOKIE STARTING LINEUP - SLU - MLB - FELIX JOSE - ST LOUIS CARDINALS,Action Figure,1992
4,,"TV, Movie & Video Games",Bespin Guard,Used,,,,333349520780,112.5,1,"Oct 13, 2019",,Vintage Star Wars ESB 45 Back MOC AFA * Bespin Guard Black ,,
0,Hasbro,"TV, Movie & Video Games",Death,New,2002-Now,Star Wars,,133191444202,79.99,1,"Oct 13, 2019",3.75in.,Star Wars The Vintage Collection Exclusive Death Star & Imperial Scanning Crew,Action Figure,
16,ThreeA,Designer & Urban Vinyl,Hoodzombie,New,2002-Now,Adventure Kartel,,254381512024,123.5,1,"Oct 13, 2019",12in.,ThreeA Adventure Kartel Boiler Zomb 1/6th Red Ashley Wood 3A vinyl Zombie,Action Figure,2011
