bids,brand,character,era,franchise,price,sell_date,size,title,toy_type,year
0,"Hasbro, Chap Mei, Lanard",,,GI Joe & like,7.25,"Oct 10, 2019",4in.,"Small lot of broken 4"" G.I. Joe type action figures",Action Figure,
0,,,,,19.99,"Oct 10, 2019",6.5in.,CHIPS Action Figure 1998 Larry Wilcox as John Baker 6 1/2” Tall New in Package,Action Figure,1998
0,Star Wars,,2002-Now,Star Wars,42.63,"Oct 10, 2019",16in.,Star Wars Hero Droid BB 8 Fully Interactive Droid Last Jedi FOR PARTS ONLY,RC BB8 Droid,
0,DC Direct,,2002-Now,Superman,24.95,"Oct 10, 2019",,Justice League International - Fire - 100% complete (DC Direct),Action Figure,
0,WWE,,,,3.99,"Oct 10, 2019",,WWE Nano Metalfigs Brock Lesnar Series 2 100% Die-Cast Metal Action Figure NIP,,
0,Hasbro,Omni-Mass,2002-Now,Stretch Armstrong and the Flex Fighters,13.99,"Oct 10, 2019",4in.,"STRETCH ARMSTRONG AND THE FLEX FIGHTERS 4"" OMNI-MASS ACTION FIGURE Walmart",Action Figure,2017
14,Hasbro,Outback,,GI Joe,42.0,"Oct 10, 2019",3.75in.,GI Joe ARAH Hasbro 1987 Outback Survivalist 100% Complete & Original PLEASE READ,Action Figure,1987
0,Playmates Toys,Commander Benjamin Sisko,1980-2001,Star Trek,12.99,"Oct 10, 2019",,Vintage 1993 Playmates Star Trek Deep Space Nine - Cmndr Benjamin Sisko NIB,Action Figure,1994
2,Star Wars,,,,13.14,"Oct 10, 2019",,Vintage Star Wars Klaatu w/Staff Action Figure,Action Figure,
3,Hasbro,Ewok,2002-Now,Star Wars,31.0,"Oct 10, 2019",,RARE! STAR WARS RETURN OF THE JEDI  EWOK WITH ATTACK GLIDER ASSAULT ON ENDOR MOC,Action Figure,2004
0,Mezco,AJAX,2002-Now,THE WARRIORS,224.99,"Oct 10, 2019",10in.,"[RARE] 2005 MEZCO THE WARRIORS ""AJAX-BLOODY VARIANT"" 10"" FIGURE (NR.MT)",Action Figure,2005
31,Hasbro,Zap,,GI Joe,266.98,"Oct 10, 2019",3.75in.,GI Joe ARAH Hasbro 1983 Zap Bazooka Soldier NEW SEALED w/ RED BACK CARD RARE HTF,Action Figure,1983
3,Mego,Doctor Doom,2002-Now,Fantastic Four,515.0,"Oct 10, 2019",8in.,CAPTAIN MEGO custom 8 inch DOCTOR DOOM COA # 1 mego action figure FANTASTIC 4,Action Figure,
0,WWE,,,,25.49,"Oct 10, 2019",6in.,WWE Elite Network Spotlight Diesel Kevin Nash figure MISB Target Excl. in Hand!,Action Figure,2019
1,Star Wars,Raider,,,9.99,"Oct 10, 2019",,Vintage Star Wars FIRST 12 R2-D2 Action Figure,Action Figure,
2,,Joe,,,59.69,"Oct 10, 2019",,Huge Lot Of Gi Joe Action Figures Arah 2000s G.i. Joes Snake Eyes,Action Figure,2000
2,Kenner,Boba Fett,1980-2001,Star Wars,40.0,"Oct 10, 2019",12in.,"Star Wars Boba Fett Talking Electronic 12"" Figure with Accessories NIB",Action Figure,
1,Beast Kingdom,Thanos,2002-Now,Avengers,40.0,"Oct 10, 2019",12in.,Beast Kingdom Avengers Thanos EAA-059 Action Figure - Preview Exclusive,Action Figure,2018
1,NJ Croce,Ned Flanders,2002-Now,Simpson's,8.95,"Oct 10, 2019",6.25in.,Simpson’s Bendable Ned Flanders Treehouse of Horror Devil Figure by NJ Croce NOS,Action Figure,2007
6,Kenner,,1980-2001,Star Wars,33.0,"Oct 10, 2019",3.75in.,(4) Vintage Star Wars 1980 Loose Complete Action Figures Imperial Commander,Action Figure,
1,Hasbro,Black Queen,,X-Men,15.0,"Oct 10, 2019",,"New, in Package, Hasbro Toys R Us Marvel Legends Black Queen Action Figure",Action Figure,
0,Marvel Legends,Iron Fist,,,74.99,"Oct 10, 2019",,SDCC Exclusive Marvel Legends Defenders Danny Rand - Iron Fist -  Action Figure,Action Figure,
9,Kenner,,1980-2001,Star Wars,37.0,"Oct 10, 2019",3.75in.,(2) Vintage Star Wars 1980 Loose Action Figures Bespin Luke Skywalker & Yoda,Action Figure,
0,Star Wars,The Mandalorian,2002-Now,Star Wars,34.99,"Oct 10, 2019",6in.,"New THE MANDALORIAN! Star Wars Black Series #94 6""- Rise of Skywalker",Action Figure,2019
9,Kenner,,1980-2001,Star Wars,60.0,"Oct 10, 2019",3.75in.,(21) Vintage Star Wars Loose Action Figure Accessories Weapons Vehicle Parts,Action Figure,
5,MLB The Show 19,,,,18.0,"Oct 10, 2019",,"Aaron Judge (New York Yankees) Gray Jersey LE MLB The Show 19 7"" Figure",,
2,DC Direct,Green Lantern,,,51.0,"Oct 10, 2019",,DC Direct Action Figures Lot Other Worlds Hard Traveling JSA Green Lantern New,Action Figure,
9,Hasbro,,,GI Joe,54.9,"Oct 10, 2019",3.75in.,"Vintage GI Joe Ranger ""Stalker"" Loose Action Figure & RAM Rapid Fire Motorcycle",Action Figure,1982
4,Hasbro,,,Gi  Joe,9.27,"Oct 10, 2019",3.75in.,Vintage 1988 GI JOE Hardball Action Figure COMPLETE With Accessories Hasbro,Action Figure,
7,MLB The Show 19,,,,19.49,"Oct 10, 2019",,"Aaron Judge (New York Yankees) Pinstripe Jersey LE MLB The Show 19 7"" Figure",,
1,Funko,,2002-Now,Funko Pop,4.99,"Oct 10, 2019",Small,Funko - POP Movies: James Bond - Oddjob Brand New In Box,Action Figure,2017
2,Hasbro,Beast,,X-Men,15.0,"Oct 10, 2019",,"New, in Package, Hasbro Marvel Legends X-Men: The Last Stand Beast Action Figure",Action Figure,
1,Capcom / Minted Labs,Nemesis,,Resident Evil,99.99,"Oct 10, 2019",15in.,"Resident Evil 3: Nemesis 15"" Soft Statue Figure 1:6 MLI Exclusive Figure #11","Action Figure, Statue, Doll",
1,PEZ,,,,29.99,"Oct 10, 2019",,Seinfeld Pez Collectible Art Dispenser & Package Bootleg Action Figure RARE 1st,Action Figure,
0,Hasbro,Bumblebee,2002-Now,Transformers,16.95,"Oct 10, 2019",,TRANSFORMERS G1 REISSUE BUMBLEBEE WALMART EXCLUSIVE IN HAND! NEW Free shipping!,Action Figure,2018
0,Marvel Legends,Daredevil,2002-Now,Marvel Universe,39.99,"Oct 10, 2019",,SDCC Exclusive Marvel Legends Defenders Daredevil- Murdock -  Action Figure,Action Figure,
1,DC Comics,,2002-Now,,7.99,"Oct 10, 2019","7""",ORION New Gods The New 52 Action Figure DC Comics New ,Action Figure,2014
1,DC Collectibles,,,DC Universe,7.99,"Oct 10, 2019",,DC Collectibles DC Comics The New 52 Earth 2 Green Lantern (Alan Scott) Figure,Action Figure,
0,TYCO,Brontosaurus,,Dino-Riders,40.0,"Oct 10, 2019",,Vintage 1987 Tyco Dino Riders Brontosaurus Walking Dinosaur Action Figure WORKS,Action Figure,1987
0,TYCO,Stegosaurus,,Dino-Riders,30.0,"Oct 10, 2019",,Vintage 1989 Tyco Dino Riders Stegosaurus Walking Dinosaur Action Figure WORKS!,Action Figure,1989
0,TYCO,,,Dino-Riders,30.0,"Oct 10, 2019",,Vintage 1989 Tyco Dino Riders Kentrosaurus Dinosaur Action Figure ,Action Figure,1989
0,Hasbro,Scourge,2002-Now,Transformers,50.0,"Oct 10, 2019",,Transformers SCOURGE Robots in Disguise DESTRUCTICON  Nemesis Prime Generations,Action Figure,2002
4,MLB The Show 19,,,,15.0,"Oct 10, 2019",,"Bryce Harper (Philadelphia Phillies) MLB The Show 19 7"" Figure",,
0,Bandai,,,Dragon Ball Z,35.0,"Oct 10, 2019",6in.,Super Saiyan Future Trunks SH Figuarts AUTHENTIC Bandai Figure Dragonball Z DBZ,Action Figure,
0,WWE Wrestling,,,WWE,17.99,"Oct 10, 2019",,WWE Wrestling Series 50 Luke Gallows & Karl Anderson Action new Damaged Box,Action Figure,
16,Star Wars,Raider,,,31.0,"Oct 10, 2019",,Vintage Star Wars R2-D2 w/Sensorscope Action Figure,Action Figure,
12,McFarlane Labyrinth,,,,17.0,"Oct 10, 2019",,"Jareth (Labyrinth) Dance Magic 7"" Action Figure McFarlane",,
6,Revoltech,Carnage,2002-Now,Spider-Man,23.5,"Oct 10, 2019",6in.,Marvel Legends Comics Amazing Yamaguchi Revoltech No.008 Carnage loose figure,Action Figure,
0,Kenner,Leia Organa,,Star Wars,89.99,"Oct 10, 2019",3.75in.,Star Wars Vintage Princess Leia 1977 Complete Original Blaster First 12 * NICE *,Action Figure,1977
2,MLB The Show 19,,,,10.5,"Oct 10, 2019",,"Francisco Lindor (Cleveland Indians) MLB The Show 19 7"" Figure",,
0,Marvel Legends,Colossus,2002-Now,X-Men,38.0,"Oct 10, 2019",6in.,Marvel Legends 80th Anniversary Loose Colossus Only - NO Juggernaut - New,Action Figure,2019
0,HASBRO,,2008,GI.JOE,19.29,"Oct 10, 2019","3.75"" SERIES",GI JOE 25TH MONTEZUMA SKELETON DVD BATTLES LOOSE COMPLETE,Action Figure,2008
0,Hasbro,,,GI Joe,4.99,"Oct 10, 2019",3.75in.,Backblast Vintage Hasbro G.I. GI Joe ARAH Action Figure 1989,Action Figure,
0,Mattel,Vader,,,30.0,"Oct 10, 2019",7.5in.,"2011 Wrestling WWE Elite Series 31 7.5"" Vader Action Figure Mattel",Action Figure,2011
0,Diamond Select,War Machine,2002-Now,Marvel Universe,8.95,"Oct 10, 2019",2in.,Marvel Minimates Walgreens Avengers: Infinity War Movie War Machine,Action Figure,
0,Hasbro,,,Star Wars,29.99,"Oct 10, 2019",3 3/4 inch,"Star Wars Light Sabers Lot 6, for 3.75"" Action Figures. ",Action Figure,
9,Hasbro,Spider-Man,,Spider-Man,6.5,"Oct 10, 2019",6in.,Hasbro Marvel Legends Spider-Man Action Figure 6 in. House of M Comic Version ,Action Figure,2018
15,DC Collectibles,,,,31.0,"Oct 10, 2019",6in.,DC Collectibles Batman Animated Series NEW ADVENTURES KILLER CROC & BABY DOLL,Action Figure,
3,Mattel,,,WWE,49.0,"Oct 10, 2019",7in.,Mattel WWE Ricky The Dragon Steamboat Action Figure 2010 MIB,Action Figure,2010
7,Star Wars,Raider,,,17.61,"Oct 10, 2019",,Vintage Star Wars Yoda w/Orange Snake Cloak & Belt Action Figure,Action Figure,
0,JAKKS Pacific,THE UNDERTAKER,2002-Now,,12.0,"Oct 10, 2019","7""",RARE UNDERTAKER FIGURE 2003 WWE JAKKS PURPLE GLOVES WRESTLING COLLECTIBLE TOY,Action Figure,2003
1,DC,Superman,,Superman,12.99,"Oct 10, 2019",6in.,"DC Multiverse Mattel BIZARRO SUPERMAN Walgreens Exclusive Action Figure NIB 6""",Action Figure,
0,Unbranded,Soldier,,S.W.A.T.,18.99,"Oct 10, 2019",,1/6 S.W.A.T. Soldier Action Figure Black Uniform Military Army Clothing Suits ,Action Figure,2018
5,Star Wars,,,,14.0,"Oct 10, 2019",,Vintage Star Wars Nikto w/Staff Action Figure,Action Figure,
1,Funko,,,,5.28,"Oct 10, 2019",,POP! Aladdin: Glowing Genie & Lamp Disney Specialty Funko Series DEALS,,
0,Action,Clone Trooper,2002-Now,Star Wars,12.99,"Oct 10, 2019",3.75in.,STAR WARS ROTS 501ST CLONE TROOPER VADER'S LEGION LOOSE COMPLETE,Action Figure,
4,DC Collectibles,,,,6.5,"Oct 10, 2019",6in.,DC Collectibles Batman The Animated Series NEW ADVENTURES CREEPER Complete Mint,Action Figure,
0,Hasbro,Lex Luger,1980-2001,,29.99,"Oct 10, 2019",4.5in,WWF Hasbro Wrestling Figure Red Card Series 8 The Narcissist Lex Luger WWE lot,Action Figure,1992
0,RC WORLD,,2002-Now,,8.99,"Oct 10, 2019","12""","1/6 Scale Soldier 12"" ACTION FIGURE Special Forces CAMO MILITARY Army  w/ GUNS",Action Figure,
0,Safari,,,,12.95,"Oct 10, 2019",,"Huge Lot of 42 Plastic Dinosaurs Excellent Used Condition! Trees, Volcanoes Lot",Action Figure,
0,Kidrobot,,,Gorillaz,330.0,"Oct 10, 2019",,Gorillaz Full Set Vinyl Figures Limited Kidrobot,Action Figure,2006
6,Hasbro,Grunt Falcon Pilot,,GI Joe,21.31,"Oct 10, 2019",3.75in.,GI Joe ARAH Hasbro 1983 Tan Grunt V2 Falcon Pilot 100% Complete TIGHT JOINTS,Action Figure,1983
0,Mattel,,,,29.99,"Oct 10, 2019",6in.,WWE WWF ELITE DEMOLITION CRUSH LOOSE ACTION FIGURE WITH VEST ,Action Figure,
0,Jazwares,,,Mortal Kombat,64.99,"Oct 10, 2019",,Jazwares Mortal Kombat Shaolin Monks Sub-Zero Action Figure MOC ,Action Figure,
1,JAKKS Pacific,,,Van Helsing,12.5,"Oct 10, 2019",,"New, in Package, Jakks Pacific Van Helsing The Wolf Man Action Figure",Action Figure,
10,Bandai,Megazord,,Power Rangers,98.0,"Oct 10, 2019",,Mighty Morphin Power Rangers The Movie Legacy Ninja Megazord & Falconzord Lot,Action Figure,
1,,Tank,,,9.95,"Oct 10, 2019",3.75in.,Star Wars CLONE TURBO TANK Cockpit Door Part lot AOTC,Action Figure,
0,Super7,He-Man,,Masters of the Universe,54.99,"Oct 10, 2019",,"IN STOCK! MOTU SUPER7 VINTAGE WAVE 3 GOLD STATUE HE-MAN,he man,she-ra",Action Figure,2019
0,Hasbro,,,,8.99,"Oct 10, 2019",,Marvel Universe Hasbro Punisher #020 SEALED Action Figure ,,
1,IRWIN,Steve,,,9.99,"Oct 10, 2019",,Steve Irwin Talking Action Figure Wildlife Adventure Series New In Box 2006,Action Figure,2006
0,Hasbro,Ravage,2002-Now,Transformers,20.0,"Oct 10, 2019",,"Transformers Movie lot of 2,Demolishor and Ravage",Action Figure,
6,DC Collectibles,,,,17.5,"Oct 10, 2019",6in.,DC Collectibles Batman The Animated Series NEW ADVENTURES BANE Complete Mint,Action Figure,
0,Hasbro,Snowtrooper,2002-Now,Star Wars,31.88,"Oct 10, 2019",6in.,"HASBRO STAR WARS BLACK SERIES 6"" inch FIRST ORDER ELITE SNOWTROOPER",Action Figure,2019
0,Hasbro,Soundwave & Buzzsaw,G1 Reissue,Transformers,35.0,"Oct 10, 2019",6 in,Transformers Walmart 2019 Reissue G1 Soundwave Buzzsaw New without box,Action Figure,2019
0,Hasbro,Clone Trooper,2002-Now,Star Wars,12.99,"Oct 10, 2019",3.75in.,501st CLONE TROOPER Darth Vader’s Elite Corps STAR WARS Hasbro 3.75 Inch 1:18 ,Action Figure,
0,MS TOYS,,2002-Now,Transformers,58.99,"Oct 10, 2019",,New MS TOYS Transformers MS-B18 Light Of Justice Optimus Prime Figure In Stock,Action Figure,
0,Hasbro,Spider-Man,2002-Now,Marvel Universe,9.95,"Oct 10, 2019",3.75in.,"Marvel Universe Spider-Man 3.75"" inch Figure LOOSE Greatest Battles Comic Pack",Action Figure,2011
0,Hasbro,Grimlock,1980-2001,Transformers,39.99,"Oct 10, 2019",,Hasbro Transformers G1 Dinobot Grimlock action figure loose vintage 1985 ,Action Figure,1985
0,JAKKS Pacific,Red Pikmin,2002-Now,Pikmin,7.99,"Oct 10, 2019",2.5in.,"Jakks Super Mario 2"" World of Nintendo Series 2-5 Red Pikmin Figure",Action Figure,2017
1,Jazwares,Rust Lord,,Fortnite,11.0,"Oct 10, 2019",17x35x5cm/6.8''x14''x 2'',"Fortnite Llama Drama Loot Piñata Toy Rust Lord 4"" Action Figure & Accessories",Action Figure,
0,Mattel,Naruto,2002-Now,Naruto,12.99,"Oct 10, 2019",,Naruto Mattel Shonen Jump Rock Lee Premium Sculpt Leaf Hurricane Action Figure ,Action Figure,2006
2,Blizzard Entertainment,,,World of Warcraft,81.0,"Oct 10, 2019",,Blizzard Entertainment Exclusive World of Warcraft Mini Sylvanas,,
1,ToyBiz,Spider-Man,,Star Trek,7.0,"Oct 10, 2019",,New Toy Biz Spider-Man The Animated Series Six Arm Spider-Man action figure,Action Figure,
0,Nintendo,Mario and Cappy,,Super Mario Bros.,74.95,"Oct 10, 2019",4in.,"Jakks World of Nintendo Mario Luigi Koopa Shy 4"" Figure Wave 13 Series 3-1 Set",Action Figure,2018
0,Hasbro,,,GI Joe,12.0,"Oct 10, 2019",3.75in.,GI Joe ROC Rise of Cobra 2010 AIR ASSAULT GLIDER Loose Complete No Capt. Ace,Action Figure,2010
0,Hasbro,Air Assault,,G I Joe,8.0,"Oct 10, 2019",3.75in.,Air Assault v1 Cobra stealth attack glider loose 2005 Valor vs Venom paratroops,Action Figure,2005
0,Mattel,Batman Beyond,,Batman,12.35,"Oct 10, 2019",6in.,DC Multiverse Lobo Wave Superman Action Figure NO BAF  **LOOSE**,Action Figure,2018
0,Mattel,Enzo Amore,2002-Now,,45.0,"Oct 10, 2019","7""",ENZO AMORE WWE Elite Collection 49 & BIG CASS Elite Series 49 Action Figures set,Action Figure,2016
0,Star Wars,Luke Skywalker,,Luke Skywalker,60.0,"Oct 10, 2019",,Star Wars The Black Series Luke Skywalker Jedi Knight NEW IN HAND,Action Figure,
0,Figma,,,,19.95,"Oct 10, 2019",,Figma EX-001 Lucky Star Konata Izumi Cosplay Ver. Figure Max Factory w/Box  ,Action Figure,
14,Bandai,,,ThunderCats,33.49,"Oct 10, 2019",6in.,Bandai New THUNDERCATS: Tygra - 6 inch Action Figure 2011  RARE  WOW,Action Figure,2011
8,Bandai,Mumm-ra,,ThunderCats,16.5,"Oct 10, 2019",6in.,"Mumm-ra Thundercats 6"" action Figure Bandai ",Action Figure,
7,Marvel Legends,Colossus,2002-Now,X-Men,15.0,"Oct 10, 2019",6in.,Marvel Legends X-men Wave 2 Colossus Warlock BAF Series 6 Inch Action Figure,Action Figure,2017
8,DC Collectibles,,,,17.5,"Oct 10, 2019",6in.,DC Collectibles Batman The Animated Series NEW ADVENTURES SCARECROW CompleteMint,Action Figure,
0,Hasbro,Snaptrap,1980-2001,Transformers,10.99,"Oct 10, 2019",,Snaptrap Piranacon 1988 Vintage  G1 Transformers Action Figure,Action Figure,1988
6,Hasbro,,,GI Joe,66.15,"Oct 10, 2019",12in.,VINTAGE GI JOE ADVENTURE TEAM 1974 KUNG FU GRIP LAND ADVENTURER BOX Hasbro,Action Figure,1974
47,Hasbro,,,GI Joe,240.5,"Oct 10, 2019",3.75in.,(3) Vintage 1982 Hasbro GI Joe Loose Action Figures Cobra Commander Officer,Action Figure,1982
16,Hasbro,,,GI Joe,117.5,"Oct 10, 2019",3.75in.,(3) Vintage 1982 Hasbro GI Joe Loose Action Figures Snake Eyes Zap Short Fuze,,
1,McFarlane Toys,,,,35.0,"Oct 10, 2019",,Marcus Allen WHITE VARIANT CHASE Oakland LA Raiders McFarlane NFL Legends 6,Action Figure,
14,DC Collectibles,,,,30.0,"Oct 10, 2019",6in.,DC Collectibles Batman The Animated Series NEW ADVENTURES NIGHTWING CompleteMint,Action Figure,
5,Hasbro,Bullet Proof,,GI Joe,15.0,"Oct 10, 2019",3.75in.,1992 GI Joe Bullet Proof (v1) Action Figure Almost Complete! Hasbro!,Action Figure,1992
0,Mattel,Mr. Perfect Curt Hennig,,,21.99,"Oct 10, 2019",,WWE action figure Elite Retrofest Mr. Perfect Intercontinent,,
0,Hasbro,,,GI Joe,19.95,"Oct 10, 2019",12in.,** 1964-GI JOE CANADA-2019 ** New SOTW French Resistance Uniform Rifle Flag 01,Action Figure,1964 1965 1966 1967 1968 1969 1960 1970 1971 1972
0,Hasbro,Dusty,,GI Joe,18.0,"Oct 10, 2019","3.75""","1985 Gi Joe 3.75"" Dusty Desert Trooper v1 Action Figure Hasbro",Action Figure,1985
2,NECA,Gizmo,2002-Now,Gremlins,20.49,"Oct 10, 2019",7in.,NIB NECA Ultimate Gremlins Gizmo 7” Scale Action Figure,Action Figure,
0,Unbranded,,,X-Men,6.88,"Oct 10, 2019",3.75in.,"New 3.75"" Blue Deadpool  loose Toys Action  Figure X-man #283",Action Figure,2019
5,,Johnny,,,43.0,"Oct 10, 2019",,The Real Adventures Of Johnny Quest Action Figure And Vehicle Lot Vintage 1997,Action Figure,1997
1,LFL Hasbro,AT-AT Walker,2002-Now,Star Wars,45.0,"Oct 10, 2019",24in,2010 Star Wars Legacy Collection Electronic Imperial AT-AT Walker C022G WORKS!,Action Figure,2010
6,Star Wars,Jawa,,,24.5,"Oct 10, 2019",,Vintage Star Wars FIRST 12 Jawa w/Cape & Blaster Action Figure,Action Figure,
1,,,,,15.99,"Oct 10, 2019",,"Marvel Legends Jackted Spiderman Homecoming Target Exclusive 6"" Loose Figure",Action Figure,
1,,,,,19.99,"Oct 10, 2019",,Marvel Legends The Avengers Incredible Hulk Red Hulk Loose Action Figure,Action Figure,
1,,,,,6.99,"Oct 10, 2019",,"Marvel Universe Vision Avengers Clear Variant 3.75"" Loose Action Figure",Action Figure,
1,,,,,34.99,"Oct 10, 2019",,Toy Biz Marvel Legends Spiderman Classics Spider-Hulk Action Figure Loose Rare,Action Figure,
1,,,,Iron Man,13.99,"Oct 10, 2019",,"Marvel Legends Genis-Vell Captain Marvel Kree Sentry BAF Series 6"" Loose Figure",Action Figure,
1,,,,,15.99,"Oct 10, 2019",,"Marvel Universe 3.75"" Half Mask Deadpool & Kidpool & Dogpool Loose Action Figure",Action Figure,
1,,,,,6.99,"Oct 10, 2019",,"Marvel Universe The Avengers Vision 3.75"" Loose Action Figure",Action Figure,
1,,,,,6.99,"Oct 10, 2019",,"DC Universe Classics 6"" Yellow Lantern Sinestro Corps Loose Action Figure",Action Figure,
1,,,,,17.99,"Oct 10, 2019",,"Marvel Legends Avengers Hawkeye Quantum Suit 6"" Loose Action Figure",Action Figure,
0,Character Product,,,,39.21,"Oct 10, 2019",,NJPW UWF 1th TIGER MASK A Vol.1 ver  C MINI BIG HEAD FIGURE JAPAN ONLY,Action Figure,
0,Hasbro,Ultra Magnus,2002-Now,Transformers,22.0,"Oct 10, 2019",7 inches,Transformers Classics Ultra Magnus Complete Voyager ,Action Figure,
0,Mego,Sulu,2002-Now,Star Trek,34.99,"Oct 10, 2019",8in.,MEGO 2018 Error STAR TREK SULU on ALICE Brady Bunch Card Missing Serial Sticker,Action Figure,2018
1,JAKKS Pacific,Fox McCloud,,StarFox,6.7,"Oct 10, 2019",,World Of Nintendo Fox McCloud StarFox Plush! VERY RARE! Officially Licensed!,Action Figure,2015
0,Mattel,Ric Flair,2002-Now,WWE,35.0,"Oct 10, 2019",7in.,WWE MATTEL ELITE RETROFEST RIC FLAIR & HACKSAW JIM DUGGAN FIGURES Ships Free,Action Figure,
0,DC Collectibles,,,,11.0,"Oct 10, 2019",,DC Collectibles DC Comics New 52: Arsenal Action Figure Loose,Action Figure,
9,DC Collectibles,,,,19.5,"Oct 10, 2019",6in.,DC Collectibles Batman The Animated Series NEW ADVENTURES BATGIRL Complete Mint,Action Figure,
0,Hasbro,Thunderhoof,,Transformers,25.0,"Oct 10, 2019",4in.,Transformers Hasbro RID Robots in Disguise One-Step Changers Figure Thunderhoof,Action Figure,
0,McFarlane Toys,Dart,2002-Now,Stranger Things,12.5,"Oct 10, 2019",5in.,"2 Lot Stranger Things Squeezable Toy Dart 5""Demagorgon Creepy New McFarlane Toys",,2018
0,Mattel,Batman,2002-Now,Batman,65.0,"Oct 10, 2019",,Mattel 1966 Batman Batmobile and Batman & Robin Wall Scaling Set New In Box,Action Figure,1966
1,NECA,Predator,,Alien vs. Predator,19.99,"Oct 10, 2019",,Neca Alien vs Predator Arcade Mad Predator Action Figure Brand New Sealed in Box,Action Figure,
20,Mattel,,,WWE,29.0,"Oct 10, 2019",,WWE Mattel Booker T Elite 7“ Wrestling Figure Lucha,Action Figure,
0,transformers,snarl dinobot,1980-2001,Transformers,29.99,"Oct 10, 2019",4in.,vintage RED Snarl variant part lot Dinobot ,Action Figure,1994
16,Hasbro,Hawk,,GI Joe,32.01,"Oct 10, 2019",3.75in.,GI Joe ARAH Hasbro 1982 Hawk Straight Arm V1 100% Complete & Original ,Action Figure,1982
0,Galoob,War Machine,1980-2001,Star Wars,30.0,"Oct 10, 2019",,Star Wars Micro Machines Transforming Playsets Lot 1997 1996 1995,Action Figure,1997
0,Hasbro,Metroplex,1980-2001,Transformers,29.99,"Oct 10, 2019",,Metroplex - 1985 Vintage Hasbro G1 Transformers Action Figure,Action Figure,1985
0,Mezco,Daredevil,,Marvel Universe,197.93,"Oct 10, 2019",6in.,Mezco ONE:12 shadowland daredevil nycc,,
14,Star Wars,Rebel Commando,,,23.61,"Oct 10, 2019",,Vintage Star Wars Han Solo Trenchcoat w/Blaster & Camo Lapels Action Figure,Action Figure,
2,Kenner,"D.Marino, E.Smith, J.Bettis, G.Lloyd, C.Zorich",1980-2001,NFL,4.99,"Oct 10, 2019","4""-5"" tall","Lot of 5 KENNER Starting Lineups: MARINO, E.SMITH, BETTIS & 2 More, Sealed NIP!",Action Figure,"1989, 1993, 1995"
0,Hasbro,Hercules,,Marvel Universe,34.95,"Oct 10, 2019",6in Scale,NEW Marvel Legends HERCULES action figure Annihilus Series BAF,Action Figure,2006
38,Mezco,Gomez,2002-Now,Gomez,195.5,"Oct 10, 2019",6in.,Mezco One:12 GOMEZ - STEALTH OPS Edition NYCC Exclusive,Action Figure,2019
0,Hasbro,Gambit,2002-Now,X-Men,16.2,"Oct 10, 2019",6in.,Marvel Legends Series X-MEN GAMBIT Figure with BAF Caliban Hasbro #1,Action Figure,2019
0,Safari,,,,9.99,"Oct 10, 2019",,CHIMERA 2008 Safari Ltd Action Figure Toy,Action Figure,2008
4,Marvel Legends,Thor,2002-Now,Marvel Universe,10.5,"Oct 10, 2019",6in.,Marvel Legends Thor Cinematic Universe 10th Anniversary,Action Figure,
2,Mezco,,,Mortal Kombat,26.77,"Oct 10, 2019",,"MEZCO Mortal Kombat X Sub Zero: Ice Variant PX Previews Exclusive 6"" Figure",,
0,Unbranded,,,DC Universe,16.99,"Oct 10, 2019",7in.,7Pcs Justice League Superman Batman Flash Aquaman DC Universe Action Figure Toys,Action Figure,
