,bids,brand,category,character,condition,era,franchise,gender,price,quantity_sold,sell_date,size,title,toy_type,year,format
0,0,JAKKS Pacific,Sports,Chris Benoit,Used,2002-Now,WWE,,29.95,1,"Oct 11, 2019",7 Inch,2005 Jakks WWE Deluxe Aggression Series 3 CHRIS BENOIT Wrestling Figure | Nice!,Action Figure,2005,BIN
1,0,,Comic Book Heroes,,Used,,,,9.99,1,"Oct 11, 2019",,DC Universe Legacy Edition BATMAN First Appearance Action Figure Loose ,,,BIN
2,0,Mattel,Comic Book Heroes,,New,,,,11.0,1,"Oct 11, 2019",,"2016 Mattel DC Multiverse Suicide Squad RICK FLAG 6"" Figure MOC",Action Figure,,BIN
3,0,Hasbro,"TV, Movie & Video Games",C-3PO,Used,2002-Now,Star Wars,,21.0,1,"Oct 11, 2019",3.75in.,Star Wars 30th Anniversary - C-3PO & Salacious Crumb # 30 - Used No Coiin,Action Figure,2007,BIN
4,0,Hasbro,"TV, Movie & Video Games",Dinosaur,Used,1980-2001,Jurassic Park,,16.99,1,"Oct 11, 2019",,Jurassic Park III 3 Re-Ak-A-Tak Alpha Raptor Velociraptor Toy JP3 Red,Action Figure,2001,BIN
5,1,Hasbro,Military & Adventure,Ted Williams,Used,,GI Joe,,9.99,1,"Oct 11, 2019",12in.,"GI JOE TED WILLIAMS KOREAN WAR FIGHTER PILOT 12"" ACTION FIGURE TOY HASBRO 1999",Action Figure,1999,Auction
6,0,Mattel,Sports,,New,,WWE,,38.0,1,"Oct 11, 2019",,WWE Elite Collection Sensational Sherri Collector’s Edition Action Figure,Action Figure,,BIN
7,0,Kenner,Sports,,New,1980-2001,,,11.0,2,"Oct 11, 2019",12in.,"Ken Griffey Jr. Seattle Mariners 1997 Kenner Starting Lineup 12"" Figure Doll NIB",Action Figure,1997,BIN
8,25,Remco,"TV, Movie & Video Games",McDonaldland Characters,New,,,,277.88,1,"Oct 11, 2019",,Vintage Toy Lot McDonaldland McDonalds Set Collection Complete Remco No Reserve!,Action Figure,1976,Auction
9,1,,Other Action Figures,,Used,,,,119.99,1,"Oct 11, 2019",,Rare 1987 BATTLE BEASTS Jump Up Hasboro Imperial,Action Figure,1987,Auction
10,0,Graphitti Designs,Comic Book Heroes,Madman,New,,,,14.99,1,"Oct 11, 2019",,Madman Jet Pack Action Figure Mike Allred Diamond Retailer Variant ,Action Figure,,BIN
11,0,Hasbro,Other Action Figures,Beast,Used,1980-2001,Transformers,,45.99,1,"Oct 11, 2019",2in.,Vintage Battle Beasts Series Hasbro Takara 1986 3 Have Rub Lot of 4,Action Figure,1986,BIN
12,0,BE@RBRICK,Designer & Urban Vinyl,Clown,New,2002-Now,Bearbrick,,9.99,1,"Oct 11, 2019",7cm,MEDICOM BEARBRICK SERIES 36 HORROR IT Clown Be@rBrick,Action Figure,2018,BIN
13,0,FUNKO LLC,"TV, Movie & Video Games",,New,,,,10.98,4,"Oct 11, 2019",,FUNKO LLC 26776 POP! TV: SATURDAY NIGHT LIVE-STEFON,,,BIN
14,0,Hasbro,"TV, Movie & Video Games",,Used,,Star Wars Legacy Collection,,22.99,1,"Oct 11, 2019",3.75in.,Star Wars Legacy Collection Evolutions Jedi Legacy Bultar Swan  Figure,Action Figure,2008,BIN
15,0,Hasbro,Transformers & Robots,Optimus Prime Cine-Mask,Used,2002-Now,Transformers,,9.2,1,"Oct 11, 2019",,Optimus Prime Cine-Mask 100% Complete Roleplay Movie DOTM Transformers,Action Figure Loose Complete,2011,BIN
16,0,Hasbro,"TV, Movie & Video Games",Triceratops,Used,1980-2001,Jurassic Park,,14.99,1,"Oct 11, 2019","8"" in length",Jurassic Park Dinosaurs 1999 Triceratops with Capture Gear - Walmart Exclusive!,Action Figure,1999,BIN
17,0,DC Collectibles,Comic Book Heroes,Solomon Grundy,New,,Batman,,245.0,1,"Oct 11, 2019",,DC Collectibles Batman Arkaham City Solomon Grundy Deluxe Action Figure - NEW,Action Figure,,BIN
18,0,Hasbro,Military & Adventure,,New,,GI Joe,,18.77,1,"Oct 11, 2019",3.75in.,GI JOE SPIRIT 25th - New,Action Figure,,BIN
19,7,Hasbro,"TV, Movie & Video Games",Astromech Droid,Used,,,,15.0,1,"Oct 11, 2019",,STAR WARS R3-M3 blue clear dome Astromech Droid Action Figure ,Action Figure,,Auction
20,4,Star Wars,"TV, Movie & Video Games",Anakin Skywalker,Used,,Star Wars,,6.0,1,"Oct 11, 2019",,Star Wars Revenge of the Sith Anakin Skywalker Action Figure Hasbro Loose,Action Figure,,Auction
21,5,Hasbro,"TV, Movie & Video Games",Astromech Droid,Used,,,,11.5,1,"Oct 11, 2019",,STAR WARS R4-H5 Kit Fisto exclusive orange white Astromech Droid Action Figure ,Action Figure,,Auction
22,0,Hasbro,Comic Book Heroes,Captain America,New,,Captain America,,22.99,1,"Oct 11, 2019",6in.,"Marvel Captain America Avengers Endgame Quantum Armored THANOS 6"" Fan Figure",Action Figure,2019,BIN
23,0,Nintendo,"TV, Movie & Video Games",Mario,Used,,Super Mario Bros.,,13.61,1,"Oct 11, 2019",2in to 3in,Lot of 4 World Of Nintendo Mario figures ,Action Figure,,BIN
24,0,Funko,Designer & Urban Vinyl,Hero,New,,Speed Racer,,120.0,1,"Oct 11, 2019",12in.,Jakks pacific 2019 Takashi murakami Billie eilish,Action Figure,2015,BIN
25,4,Hasbro,"TV, Movie & Video Games",Astromech Droid,Used,,,,8.56,1,"Oct 11, 2019",,STAR WARS CB-3D exclusive general grievous Astromech Droid Action Figure ,Action Figure,,Auction
26,0,Hot Toys,Comic Book Heroes,Batman,New,,Batman,,300.0,1,"Oct 11, 2019",,Hot Toys 1966 Batman Adam West Figure Sideshow ,Action Figure,1966,BIN
27,0,NECA,"TV, Movie & Video Games",Dr Channard,Used,2002-Now,Hellraiser,,124.59,1,"Oct 11, 2019","7""",NECA Hellraiser Dr. Channard Figure Loose Reel Toys 2004,Action Figure,2004,BIN
28,2,Hasbro,"TV, Movie & Video Games",Astromech Droid,Used,,,,5.5,1,"Oct 11, 2019",,STAR WARS R5-F7 exclusive to y-wing Astromech Droid Action Figure toys r us,Action Figure,,Auction
29,0,NECA,"TV, Movie & Video Games",Otis,New,2002-Now,House of a 1000 Corpses,,64.99,1,"Oct 11, 2019",7in.,"House of a 1000 Corpses Otis 7"" Figure Series 1 MOC 2002 NECA",Action Figure,2002,BIN
30,0,Mattel,Sports,,Used,,,,12.99,1,"Oct 11, 2019",7in.,Daniel Bryan WWE Mattel Battle Pack Series Basic Action Figure GM Suit_s117,Action Figure,,BIN
31,1,Hasbro,Comic Book Heroes,Dani Moonstar,New,,X-Men,,40.0,1,"Oct 11, 2019",,Marvel Legends Dani Moonstar Walgreens exclusive ,Action Figure,,Auction
32,0,Hasbro,"TV, Movie & Video Games",The Mandalorian,New,2002-Now,Star Wars,,79.99,1,"Oct 11, 2019",6in.,"Star Wars Black Series TARGET 6"" INCH THE MANDALORIAN CARBONIZED figure NEW",Action Figure,2019,BIN
33,0,,"TV, Movie & Video Games",Ranger,Used,,Power Rangers,,23.99,1,"Oct 11, 2019",,Mighty Morphin Power Rangers Legacy Action Figure Lot x4,Action Figure,,BIN
34,3,Hasbro,"TV, Movie & Video Games",Astromech Droid,Used,,,,9.5,1,"Oct 11, 2019",,STAR WARS R2-T7 Astromech Droid Action Figure toys r us battle over endor exclus,Action Figure,,Auction
35,0,Funko,"TV, Movie & Video Games",,New,2002-Now,Funko Pop,,9.56,17,"Oct 11, 2019",Small,Funko - POP MLP: MLP Movie - Rainbow Dash Sea Pony Brand New In Box,Action Figure,2017,BIN
36,0,Mego,"TV, Movie & Video Games",Captain Kirk,Used,Pre-1980,Star Trek,,70.0,1,"Oct 11, 2019",8in.,"Mego vintage Star Trek Captain Kirk Spock Scottie original 8"" inch action figure",Action Figure,,BIN
37,0,Funko,"TV, Movie & Video Games",,New,,,,22.0,1,"Oct 11, 2019",3.75in.,Drag Queens - Alaska Pop! Vinyl Figure (RS) #02,Pop Vinyl,,BIN
38,0,Hasbro,Military & Adventure,Outback,Used,,GI Joe,,14.97,1,"Oct 11, 2019",3.75in.,"Vintage 1987 Hasbro GI Joe 3.75"" Outback Action Figure Used ",Action Figure,1987,BIN
39,1,,"TV, Movie & Video Games",mix,Used,,Star Wars,,29.99,1,"Oct 11, 2019",,Star Wars action figures sith collection rare lot bundle darth maul speeder,Action Figure,,Auction
40,16,Hasbro,Comic Book Heroes,Dani Moonstar,New,2002-Now,X-Men,,46.0,1,"Oct 11, 2019",6in.,NEW MARVEL LEGENDS SERIES X-MEN NEW MUTANTS DANI MOONSTAR WALGREENS EXCLUSUVE,Action Figure,2019,Auction
41,0,Bandai,Anime & Manga,,New,,SH Figuarts(SHF),,33.0,1,"Oct 11, 2019",,** Bandai SH Figuarts(SHF) Saint Seiya Omega Pegasus Koga(Kouga) Figure(JP),,,BIN
42,3,Hasbro,"TV, Movie & Video Games",Astromech Droid,Used,,,,9.39,1,"Oct 11, 2019",,STAR WARS R5-P9 Astromech Droid Action Figure toys r us battle over endor exclu,Action Figure,,Auction
43,0,Hasbro,Military & Adventure,Joseph B. Colton,Used,,GI Joe,,24.99,1,"Oct 11, 2019",3.75in.,GI Joe - Sealed General Joseph B. Colton - Mail In Offer - 1994 - Hasbro,Action Figure,1994,BIN
44,0,Hasbro,Military & Adventure,Budo,Used,,GI Joe,,7.0,1,"Oct 11, 2019",3.75in.,1988 G.I. Joe Budo v1 series 7 action figure loose *no accessories*  ARAH,Action Figure,1988,BIN
45,0,SEGA,"TV, Movie & Video Games",,New,1980-2001,Crazy Taxi,,39.95,1,"Oct 11, 2019",,Joyride Studios GamePro Crazy Taxi Sega Prototype Axel Series 2 Figure LE 500,Action Figure,2001,BIN
46,5,Hasbro,Transformers & Robots,Cyclonus,Used,2002-Now,Transformers,,12.5,1,"Oct 11, 2019",6 in,Transformers Generations: Decepticon Cyclonus - Combiner Wars! ,Action Figure,,Auction
47,0,DC,Comic Book Heroes,Green Lantern,Used,1980-2001,,,9.99,1,"Oct 11, 2019",4in.,1984 Kenner DC Super Powers Green Lantern Vintage Action Figure ARM ACTION WORKS,Action Figure,1984,BIN
48,23,Diamond Toymakers,"TV, Movie & Video Games",Commando,New,1985,,,190.5,1,"Oct 11, 2019",6in.,Vintage Toy Commando Schwarzenegger Diamond Toymakers Action Figure No Reserve!!,Action Figure,1985,Auction
49,0,Playmates,"TV, Movie & Video Games",Raphael,Used,,Teenage Mutant Ninja Turtles,,12.0,1,"Oct 11, 2019",5in.,Teenage Mutant Ninja Turtles Movie III 3 Samurai Raph figure Raphael TMNT 1993,Action Figure,1993,BIN
50,2,Hasbro,"TV, Movie & Video Games",Astromech Droid,Used,,,,5.5,1,"Oct 11, 2019",,STAR WARS R4-F5 Astromech Droid Action Figure plo koon's droid exclusive,Action Figure,,Auction
51,0,Hasbro,"TV, Movie & Video Games",Samurai,Used,1980-2001,Teenage Mutant Ninja Turtles,,12.0,1,"Oct 11, 2019",4.5in.,Vintage TMNT Samurai Don Movie III 3 DONATELLO NINJA TURTLES MUTANT TEENAGE 1993,Action Figure,1993,BIN
52,3,Kenner,"TV, Movie & Video Games",Predator,Used,,Alien,,10.49,1,"Oct 11, 2019",,Aliens Vs. Predator Two Pack Kenner ,Action Figure,1994,Auction
53,1,Hasbro,"TV, Movie & Video Games",Ranger,New,,Power Rangers,,5.0,1,"Oct 11, 2019",,Hasbro Power Rangers Lighting Collection Lost Galaxy Magna Defender,Action Figure,,Auction
54,0,Hasbro,Military & Adventure,Secret Service Agent,New,,GI Joe,,199.0,1,"Oct 11, 2019",12in.,GI JOE FX 97 US SECRET SERVICE AGENT ACTION FIGURE Special Edition 200 Made! NIB,Action Figure,1997,BIN
55,3,Hasbro,"TV, Movie & Video Games",Mandalorian,New,2002-Now,Star Wars,,24.34,1,"Oct 11, 2019",6 Inches,"Star Wars 2019 Black Series Rise of Skywalker 6"" THE MANDALORIAN #94 in stock!",Action Figure,2019,Auction
56,0,Playmates Toys,"TV, Movie & Video Games",Leonardo,Used,,Teenage Mutant Ninja Turtles,,14.0,1,"Oct 11, 2019",,TMNT Teenage Mutant Ninja Turtles Samurai LEO Movie III 3 Vintage 1993,,1992,BIN
57,0,ToyBiz,Comic Book Heroes,Sabretooth,New,1980-2001,Marvel Universe,,21.23,1,"Oct 11, 2019",10in.,"1993 X-Men 10"" Sabretooth Deluxe Edition Action Figure Toy Biz Marvel Comics",Action Figure,1993,BIN
58,1,Hasbro,"TV, Movie & Video Games",Yoda,Used,2002-Now,Star Wars,,2.5,1,"Oct 11, 2019",3.75in.,"STAR WARS 3.75"" YODA Action Figure w/ Light Saber & Accessories - Loose ",Action Figure,,Auction
59,1,Unbranded,Comic Book Heroes,Justice League,New,,DC Universe,,34.99,1,"Oct 11, 2019",6in.,"MR. NOBODY, DC Universe/ Marvel custom figure Doom Patrol",Action Figure,,Auction
60,2,Diamond Select,Comic Book Heroes,,New,,,,12.6,1,"Oct 11, 2019",,MOC 2016 DIAMOND SELECT MARVEL CAPTAIN AMERICA CIVIL WAR IRON MAN MARK 46 FIGURE,,,Auction
61,0,Mezco,Comic Book Heroes,The Punisher,New,,,,159.99,1,"Oct 11, 2019",,Custom Mezco One:12 The Punisher Special Ops marvel legends lot action figure ,Action Figure,2018,BIN
62,0,Hasbro,Military & Adventure,Tunnel Rat,Used,,GI Joe,,5.99,1,"Oct 11, 2019",,1987 GI Joe ARAH Tunnel Rat Action Figure ,Action Figure,1987,BIN
63,0,Jakks Pacific,Sports,,Used,2002-Now,,,12.99,1,"Oct 11, 2019",,WWE Wrestling Jakks Classic Superstars Series 9 Kamala Figure,Action Figure,,BIN
64,8,Hasbro,"TV, Movie & Video Games",Droid,Used,,,,11.5,1,"Oct 11, 2019",,STAR WARS R5-A2 Astromech Droid Action Figure Build A Droid orange and white,Action Figure,,Auction
65,0,Hasbro,Comic Book Heroes,Thor,Used,2002-Now,Marvel Legends Marvel Avengers,,14.99,1,"Oct 11, 2019",6In,HASBRO MARVEL LEGENDS MARVEL AVENGERS  THOR COMIC TERRAX SERIES LOOSE,Action Figure,2011,BIN
66,0,Mattel,"TV, Movie & Video Games",Orko,Used,2002-Now,Masters of the Universe,,60.0,1,"Oct 11, 2019",,"MOTUC, Orko, complete, figure, Masters of the Universe, Classics He-Man",Action Figure,2000's,BIN
67,0,Marvel,Comic Book Heroes,Hawkeye,Used,2002-Now,Avengers,,19.99,1,"Oct 11, 2019",7in.,"MARVEL SELECT AVENGING HAWKEYE 7"" ACTION FIGURE Disney Store EDITION",Action Figure,2016,BIN
68,1,Hasbro,"TV, Movie & Video Games",ARC Trooper,New,2002-Now,Star Wars,,0.99,1,"Oct 11, 2019",,Star Wars Sleeping Bag,Action Figure,2003,Auction
69,0,McFarlane Toys,"TV, Movie & Video Games",Dustin,New,,Stranger Things,,13.49,3,"Oct 11, 2019",7in.,"Netflix Stranger Things Dustin 7"" Action Figure by McFarlane Toys ",Action Figure,,BIN
70,0,Teenage Mutant Ninja Turtles,"TV, Movie & Video Games",Michelangelo,New,,Teenage Mutant Ninja Turtles,,22.88,1,"Oct 11, 2019","5""",Teenage Mutant Ninja Turtles Out of the Shadows Ninja Duel Michelangelo Kraang,Action Figure,2016,BIN
71,1,Mattel,"TV, Movie & Video Games",Commander Adama,Used,,Battlestar Galactica,,1.99,1,"Oct 11, 2019",3.75in.,"3.75"" Commander Adama (loose) Battlestar Galactica (1978) Mattel",Action Figure,1978,Auction
72,0,Hasbro,"TV, Movie & Video Games",Finn,Used,2002-Now,Star Wars,,5.0,1,"Oct 11, 2019",11in.,"Star Wars 12"" Finn The Force Awakens Figure Doll  - Loose",Action Figure,2016,BIN
73,0,,Comic Book Heroes,,Used,2002-Now,,,15.95,1,"Oct 11, 2019",,Marvel Legends - Winter Soldier (Civil War & Walmart exclusive) - 100% complete,Action Figure,,BIN
74,2,Hasbro,"TV, Movie & Video Games",,Used,,,,5.5,1,"Oct 11, 2019",,STAR WARS Jabba's Bartender Astromech Droid Action Figure Return of the Jedi ,Action Figure,,Auction
75,1,Bandai,"TV, Movie & Video Games",,New,2002-Now,Power Rangers,,7.99,1,"Oct 11, 2019",,新品 Bandai Uchu Sentai Kyuranger Sun & Moon Power DX Hikari Kyutama 売れたらGTC,Figure,2017,Auction
76,0,ToyBiz,Comic Book Heroes,Toxin,Used,2002-Now,Spider-Man,,35.99,1,"Oct 11, 2019",6in.,Spider-Man Classics Toxin symbiote Toy Biz Venom Carnage free shipping,Action Figure,,BIN
77,2,Funko,"TV, Movie & Video Games",,New,2002-Now,Funko Pop,,6.0,1,"Oct 11, 2019",Small,Funko - POP Marvel: 80th - First Appearance - Human Torch Brand New In Box,Action Figure,2017,Auction
78,3,Hasbro,"TV, Movie & Video Games",,Used,,,,8.49,1,"Oct 11, 2019",,STAR WARS QT-KT pink Astromech Droid Action Figure ,Action Figure,,Auction
79,1,"Olmec, remco, sun-man, rulers of the sun, he man,m","TV, Movie & Video Games","Sun-man, pig-man, conan,heman, skeletor",Used,1980's,"Rulers of the sun, sun man, warlord,motu,he-man",,45.0,1,"Oct 11, 2019",6in.,"Olmec Rulers of the sun SUN-MAN figure mini comic book, he-man ko galaxy warrior","Action figure, Accessories, comic book","1981, 1982, 1983, 1984, 1985, 1986, 1987",Auction
80,0,Mattel,Sports,,New,,WWE,,87.99,1,"Oct 11, 2019",,WWE Mattel Elite 69 LIV MORGAN SONYA DEVILLE Exclusive Wrestling Figure Chase,Action Figure,2019,BIN
81,0,DC Direct,Comic Book Heroes,,New,,,,32.95,1,"Oct 11, 2019",,NEW Batman Arkham Origins Series 1 Joker Action Figure DC Direct Toys rare,Action Figure,,BIN
82,1,Hasbro,"TV, Movie & Video Games",Astromech Droid,Used,,,,5.0,1,"Oct 11, 2019",,STAR WARS R7-D4 maroon and grey Astromech Droid Action Figure ,Action Figure,,Auction
83,0,Marvel Hasbro,Comic Book Heroes,Hulkbuster Hulk,New,2002-Now,Marvel Avengers,,19.96,1,"Oct 11, 2019","6""","Marvel Avengers Infinity War Hulk 6"" Action Figure Infinity Stone 6 Inch",Action Figure,2017,BIN
84,0,Marvel Hasbro,Comic Book Heroes,Thor,New,2002-Now,Marvel Avengers,,9.99,1,"Oct 11, 2019",6in.,"Marvel Avengers Infinity War Thor 6"" Action Figure Infinity Stone Axe Hero Gift",Action Figure,2017,BIN
85,0,Hasbro,Comic Book Heroes,,New,,,,9.99,1,"Oct 11, 2019",,MOC 2017 HASBRO MARVEL THE AVENGERS THE INFINITY WAR DR.STRANGE ACTION FIGURE,,,BIN
86,0,Hasbro,Transformers & Robots,Frenzy,New,2002-Now,Transformers,,98.0,1,"Oct 11, 2019",,"HASBRO TRANSFORMERS VINTAGE G1 MINI-CASSETTES FRENZY, GURAFI, NOIZU 3 PACK",Action Figure,2019,BIN
87,0,Hasbro,Comic Book Heroes,The Hulk,Used,2002-Now,Incredible Hulk,,14.87,2,"Oct 11, 2019",12in.,Large 12'' Incredible Hulk Action Figure Marvel Hasbro 2013 ,Action Figure,2013,BIN
88,0,FUNKO,"TV, Movie & Video Games",Sugar Bear,New,,Ad Icons,,19.95,1,"Oct 11, 2019",3.75in.,Ad Icons - Sugar Bear Golden Crisp Funko Pop Vinyl Figure 22,Action Figure,2018,BIN
89,0,JAKKS Pacific,Sports,Koko B Ware,Used,1980-2001,WWE,,17.99,1,"Oct 11, 2019","7""",WWE Jakks Classic Superstars Koko B.Ware Action Figure Displayed Only & Complete,Action Figure,,BIN
90,0,JAKKS Pacific,Sports,Briish Bulldog.,Used,1980-2001,WWE,,15.99,1,"Oct 11, 2019",6in.,WWE Jakks Classic Superstars British Bulldog W/ Bulldog Figure Displayed Only!,Action Figure,,BIN
91,2,Character,"TV, Movie & Video Games",Dalek,New,,Doctor Who,,44.99,1,"Oct 11, 2019",,DOCTOR WHO GENESIS ARK & DALEKS ACTION FIGURE SET 2004 CHARACTER OPTIONS,Action Figure,2004,Auction
92,1,Hasbro,"TV, Movie & Video Games",Astromech Droid,Used,,,,5.0,1,"Oct 11, 2019",,STAR WARS R7-F5 orange and grey Astromech Droid Action Figure ,Action Figure,,Auction
93,0,Hasbro,Military & Adventure,,New,,,,119.99,1,"Oct 11, 2019",,GI Joe Hasbro UK Euro Incinerators FACTORY SEALED Action Figure MOC,,,BIN
94,2,McFarlane,Sports,,Used,2002-Now,,,2.25,1,"Oct 11, 2019",3in.,Jeremy Shockey McFarlane Series 7 Loose Figure NY New York Giants NFL Football ,Action Figure,,Auction
95,0,Unbranded,Transformers & Robots,,New,,,,69.99,1,"Oct 11, 2019",,TRANSFORMERS G1 DECEPTICON CYCLONUS MISB! US SELLER RARE!,Action Figure,,BIN
96,0,Kenner,Sports,,New,1980-2001,,,6.5,1,"Oct 11, 2019",,1989 NFL KENNER STARTING LINEUP TERRY BRADSHAW LEGENDS COLLECTION HOF,Action Figure,1989,BIN
97,1,Hasbro,"TV, Movie & Video Games",Astromech Droid,Used,,,,5.0,1,"Oct 11, 2019",,STAR WARS R2-C2 bartender blue Astromech Droid Action Figure ,Action Figure,,Auction
98,0,Kenner,"TV, Movie & Video Games",Ghost,Used,1980-2001,Ghostbusters,,15.8,1,"Oct 11, 2019",,Vintage Kenner 1984 The Real Ghostbusters Green Ghost Slimer Action Figure ,Action Figure,1984,BIN
99,0,Kenner,Sports,,New,1980-2001,,,8.08,2,"Oct 11, 2019",,1995 ROOKIE STARTING LINEUP - SLU - MLB - SAMMY SOSA - CHICAGO CUBS,Action Figure,1995,BIN
100,0,Mezco,"TV, Movie & Video Games",Michael Myers,New,,Michael Myers,,39.99,2,"Oct 11, 2019",6in.,"Halloween (1978) Michael Myers 6"" Designer Series Action Figure by MEZCO",Action Figure,2019,BIN
101,0,Kenner,Sports,,New,,,,10.5,1,"Oct 11, 2019",,STARTING LINEUP 1998 CLASSIC DOUBLES JOHN ELWAY / DAN MARINO ACTION FIGURE MOC,,1998,BIN
102,2,Hasbro,"TV, Movie & Video Games",Astromech Droid,Used,,,,5.5,1,"Oct 11, 2019",,STAR WARS R2-A5 white and olive Astromech Droid Action Figure ,Action Figure,,Auction
103,0,WWE,Sports,,New,,,,21.99,1,"Oct 11, 2019",,WWE Elite Collection Jey Uso Series #64 Figure,,,BIN
104,0,Matchbox,"TV, Movie & Video Games",,Used,1980-2001,PEE WEE'S PLAYHOUSE,,10.0,1,"Oct 11, 2019","4""","1987 CONKY - PEE-WEE'S PLAYHOUSE  MATCHBOX 4"" WIND-UP FIGURE",Action Figure,1987,BIN
105,0,Hasbro,"TV, Movie & Video Games",Imperial Death Trooper,New,2002-Now,Star Wars,,250.0,1,"Oct 11, 2019",,AFA 9.5 Death Trooper Rogue One Vintage Collection 2018 Star Wars VC127 Hasbro,Action Figure,2018,BIN
106,1,Hasbro,"TV, Movie & Video Games",Royal Guard,New,2002-Now,,,3.29,1,"Oct 11, 2019",3.75in.,"Star Wars 3.75""  Blue Senate Royal Guard Action Figure w/Blaster - Loose",Action Figure,,Auction
107,4,Hasbro,"TV, Movie & Video Games",Astromech Droid,Used,,,,7.49,1,"Oct 11, 2019",,STAR WARS R2-R9 w/ harness black eye red & white Astromech Droid Action Figure ,Action Figure,,Auction
108,0,JAKKS Pacific,Sports,,Used,1990s -NOW,,,18.88,1,"Oct 11, 2019",,2004 Yokozuna Jakks Pacific WWE Wrestling Figure / Box 750,Action Figure,,BIN
109,5,Hasbro,"TV, Movie & Video Games",Astromech Droid,Used,,,,8.0,1,"Oct 11, 2019",,STAR WARS R2-R9 w/ harness red eye red & white Astromech Droid Action Figure ,Action Figure,,Auction
110,0,DC Direct,Comic Book Heroes,,New,,,,120.0,1,"Oct 11, 2019",,2016 DC Direct TV Show The FLASH & The ARROW 2 Pack Figure Set NIB,Action Figure,,BIN
111,0,Hasbro,Military & Adventure,Joe,New,,GI Joe,,44.09,1,"Oct 11, 2019",4in.,GI Joe Fast Draw FSS 8.0 GI Joe Club Exclusive 2018 Hasbro MOC,Action Figure,2018,BIN
112,0,Mirage Toys,"TV, Movie & Video Games",Muck,Used,1980-2001,Teenage Mutant Ninja Turtles,,109.99,1,"Oct 11, 2019",,Vintage Teenage Mutant Ninja Turtles nr complete Anthrax Slash Tooka tmnt Lot,Action Figure,,BIN
113,4,Hasbro,"TV, Movie & Video Games",Astromech Droid,Used,,,,9.09,1,"Oct 11, 2019",,STAR WARS R2-T0 TO blue jean color exclusive Astromech Droid Action Figure ,Action Figure,,Auction
114,0,Imperial,"TV, Movie & Video Games",,Used,,,,3.08,1,"Oct 11, 2019",5in.,"1991 SITTING BULL 5"" * Legends of the Wild West * Good- Cond * Combine Shipping!",Action Figure,1991,BIN
115,0,Marvel Legends,Comic Book Heroes,Gladiator Hulk Build A Figure 100% Complete,Used,Modern,Incredible Hulk,,56.0,1,"Oct 11, 2019","9"" scale","Marvel Legends Thor Ragnarok Build A Figure BAF Gladiator Hulk 100% Complete 9""",Action Figure Lot,,BIN
116,1,Funko,"TV, Movie & Video Games",,New,2002-Now,Funko Pop,,5.49,1,"Oct 11, 2019",Small,Funko - POP Sports: Muhammad Ali Brand New In Box,Action Figure,2017,Auction
117,2,McFarlane Toys,Sports,,Used,2002-Now,,,4.25,1,"Oct 11, 2019",6in.,McFarlane Sportspicks Reggie Bush New Orleans Saints NFL Figure Loose,Action Figure,,Auction
118,0,HASBRO,Comic Book Heroes,DEADPOOL,Used,2002-Now,MARVEL,,26.99,1,"Oct 11, 2019",6in.,"HASBRO MARVEL LEGENDS SERIES 6"" INCH DEADPOOL BACK IN BLACK Action Figure",Action Figure,2018,BIN
119,0,Applause,"TV, Movie & Video Games",,New,1980-2001,Space Jam,,19.99,1,"Oct 11, 2019","18""","NEW 1996 Michael Jordan MJ #23 18"" Space Jam Action Figure Doll w/ Original Tag",Action Figure,1996,BIN
120,0,Thinkway Toys,"TV, Movie & Video Games",King Bob,New,,Despicable Me,,19.99,1,"Oct 11, 2019",3.5in.,Despicable Me King Bob Minion Made Poseable Action Figure,Action Figure,2015,BIN
121,28,ToyBiz,Comic Book Heroes,Pitt,Used,,,,350.0,1,"Oct 11, 2019",,PITT + Timmy  Legendary Comic Book Heroes Build A Figure Marvel Legends BAF rare,Action Figure,,Auction
122,1,Blizzard Entertainment,"TV, Movie & Video Games",Protoss Zealot,New,,Starcraft,,20.0,1,"Oct 11, 2019",,Blizzard StarCraft Zealot Protoss Action Figure New In Box Never Opened,Action Figure,1998,Auction
123,0,Hasbro,"TV, Movie & Video Games",Luke Skywalker,New,2002-Now,Star Wars,,39.99,1,"Oct 11, 2019",3.75in.,"Star Wars Vintage Collection WAVE 7 LUKE CRAIT, ASSAULT TANK COMMANDER, GUNNER, ",Action Figure,2018,BIN
124,0,Kidrobot,Designer & Urban Vinyl,,New,,,,43.96,1,"Oct 11, 2019",3in.,Kidrobot KAIJU DUNNY BATTLE Mini Series BAKU PINK 1/72 CHASE Vinyl Figure,Action Figure,2019,BIN
125,0,Kidrobot,Designer & Urban Vinyl,,New,,,,11.96,3,"Oct 11, 2019",3in.,Kidrobot KAIJU DUNNY BATTLE Mini Series DONK ?/?? CHASE Vinyl Figure Jeff Lamm,Action Figure,2019,BIN
126,0,Tokidoki,Designer & Urban Vinyl,,New,,,,6.36,3,"Oct 11, 2019",3in.,"Tokidoki UNICORNO AND FRIENDS SERIES - SANDY & YUMA 3"" Vinyl Mini Figure",Action Figure,2018,BIN
127,0,Hasbro,Comic Book Heroes,Scream,Used,2002-Now,Marvel Legends,,18.0,1,"Oct 11, 2019",6in.,Marvel Legends Loose Scream From The Venom Wave Symbiote (No BAF),Action Figure,,BIN
