,bids,brand,category,character,condition,era,franchise,gender,price,quantity_sold,sell_date,size,title,toy_type,year,format
6666,0,Hasbro,Military & Adventure,Roy P. Benavidez,New,,GI Joe,,50.0,1,"Oct 11, 2019",12in.,GI Joe Hasbro Medal of Honor Recipient Roy P. Benavidez Classic Collection NIB,,2001,BIN
6667,0,Marvel,Comic Book Heroes,Phoenix,New,1980-2001,X-Men,,17.99,1,"Oct 11, 2019",5in., X-Men PHOENIX SAGA Phoenix Orange Card Marvel Comics RARE Figure MOC 1994,Action Figure,1994,BIN
6668,0,Bandai,"TV, Movie & Video Games",,New,,,,79.99,1,"Oct 11, 2019",,Bandai S.H. Figuarts PS4 Spider-Man Advanced Suit 1/12 Figure SEALED US Seller,Action Figure,,BIN
6669,0,Kenner,Military & Adventure,AT-AT Driver,Used,,Star Wars,,23.99,1,"Oct 11, 2019",3.75in.,Vintage Star Wars AT-AT Driver and AT-AT Commander General Veers 1980 Kenner ,Action Figure,1980,BIN
6670,1,DC Direct,Comic Book Heroes,,New,,,,9.99,1,"Oct 11, 2019",,Crisis On Infinite Earths Earth 2 Superman Action Figure Series 2 by DC Direct,,,Auction
6671,0,PhatMojo,"TV, Movie & Video Games",Launchpad McQuack,New,,Disney,,14.35,2,"Oct 11, 2019",4.5in.,"Disney DuckTales Launchpad McQuack 4.5"" Action Figure 2018 phatmojo target New",Action Figure,2018,BIN
6672,0,JAKKS Pacific,"TV, Movie & Video Games",Wolf,New,,Van Helsing,,20.99,1,"Oct 11, 2019",,"New, in Package, Jakks Pacific Van Helsing The Wolf Man Action Figure 2004 free",Action Figure,2004,BIN
6673,2,DC Collectibles,Comic Book Heroes,Batman,Used,,Batman,,9.27,1,"Oct 11, 2019",6in.,Harley Quinn Revenge Action Figure Arkham City Video Game DLC DC Collectibles,Action Figure,,Auction
6674,0,WWE,Sports,Finn Bálor,Used,,WWE,,9.0,1,"Oct 11, 2019",,WWE Mattel Action Figure Finn Balor Zombie,Action Figure,,BIN
6675,1,McFarlane Toys,Sports,,New,2002-Now,,,15.0,1,"Oct 11, 2019",6in,Champ Bailey 6in Collegiate Figure McFarlane Toys Georgia!   NIB,Action Figure,,Auction
6676,0,Hasbro,"TV, Movie & Video Games",Boost,New,2002-Now,Star Wars,,69.95,1,"Oct 11, 2019",3.75in.,Star Wars Clone Wars 104th Battalion WOLF PACK Sinker • Boost • Commander Wolffe,Action Figure,,BIN
6677,0,Transformers,Transformers & Robots,Ratchet,Used,2002-Now,Transformers,,80.0,1,"Oct 11, 2019",,Loose Transformers Masterpiece MP-30 Ratchet & MP-27 Ironhide,Action Figure,,BIN
6678,3,Hasbro,Military & Adventure,Snake Eyes,Used,,GI Joe,,4.24,1,"Oct 11, 2019",,1994 GI Joe Snake Eyes Action Figure,Action Figure,1994,Auction
6679,0,GI JOE,Military & Adventure,,New,,,,0.99,3,"Oct 11, 2019",,Freedom in Kuwait - US Flag - 1/6 Scale - GI JOE Action Figures,,,BIN
6680,0,Zizzle,"TV, Movie & Video Games",Sallah,New,2002-Now,Indiana Jones,,7.99,1,"Oct 11, 2019",3.75in.,"Indiana Jones Raiders of the Lost Ark Sallah #A 3.75"" Action Figure NEW & MOC",Action Figure,2008,BIN
6681,0,ThreeA,Comic Book Heroes,Batman,New,,Batman,,240.0,1,"Oct 11, 2019",,ThreeA DC Comics Steel Age BATMAN ARCTIC 1/6 Scale Action Figure 3A Ashley Wood ,Action Figure,,BIN
6682,0,Hasbro,Transformers & Robots,Smokescreen,Used,2002-Now,Transformers,,22.0,1,"Oct 11, 2019",6in.,Transformers Generations Combiner Wars Smokescreen Figure,Action Figure,,BIN
6683,13,Unbranded,"TV, Movie & Video Games",,Used,1980-2001,Star Wars,,24.85,1,"Oct 11, 2019",3.75in.,Vintage Star Wars Figures 1977 - 84,Action Figure,1977,Auction
6684,5,Mattel,Comic Book Heroes,Mr. Freeze,New,,Batman,,19.99,1,"Oct 11, 2019",6.5in.,"Batman Unlimited Mr Freeze 6.5"" Figure Subzero Showdown Set",Action Figure,,Auction
6685,2,Hasbro,Military & Adventure,Snake Eyes,Used,,GI Joe,,3.0,1,"Oct 11, 2019",,1993 GI Joe Dr Mindbender Action Figure,Action Figure,1993,Auction
6686,1,McFarlane Toys,Comic Book Heroes,Spawn,New,,Spawn,,4.5,1,"Oct 11, 2019",,Mcfarlane Toys Manga Spawn Goddess Action Figure Special Edition ,Action Figure,,Auction
6687,0,Hasbro,"TV, Movie & Video Games",,Used,2002-Now,Star Wars,,29.98,3,"Oct 11, 2019",6in.,"MIB Stormtrooper Black Series Star Wars 6 inch "" storm trooper",Action Figure,,BIN
6688,8,Hasbro,Transformers & Robots,Bumblebee,Used,2002-Now,Transformers,,20.5,1,"Oct 11, 2019","12""",Transformers Electronic Battle Ops Bumblebee/Cama,Action Figure,2010,Auction
6689,0,ToyBiz,Comic Book Heroes,Nick Fury,New,2002-Now,Marvel Universe,,29.99,1,"Oct 11, 2019",6in.,Toy Biz Toybiz Marvel Legends 2003 Series 5 V Nick Fury Action Figure Avengers,Action Figure,2003,BIN
6690,0,Zizzle,"TV, Movie & Video Games",Sallah,New,2002-Now,Indiana Jones,,7.99,1,"Oct 11, 2019",3.75in.,"Indiana Jones Raiders of the Lost Ark Sallah #B 3.75"" Action Figure NEW & MOC",Action Figure,2008,BIN
6691,0,McFarlane Toys,"TV, Movie & Video Games",,New,,,,24.99,1,"Oct 11, 2019",,THE WALKING DEAD Andrea Figure McFarlane Toys,,,BIN
6692,1,KENNER,"TV, Movie & Video Games",REY,New,2002-Now,STAR WARS,,14.99,1,"Oct 11, 2019",4in.,"STAR WARS ""THE RISE OF SKYWALKER""-""RE",ACTION FIGURE,2019,Auction
6693,0,Hasbro,Transformers & Robots,Bumblebee,New,2002-Now,Transformers,,19.91,1,"Oct 11, 2019",,Transformers Speed Stars Stealth Force Autobot Bumblebee 2010,Action Figure,2010,BIN
6694,0,Galoob Filmation Association,"TV, Movie & Video Games",,Used,,,,5.0,1,"Oct 11, 2019",6.5in.,"Vintage 1983 Neptul 6.5"" Filmation Galoob Action Figure Blackstar For Parts",Action Figure,1983,BIN
6695,0,TOMY,Transformers & Robots,Optimus Prime,Used,2002-Now,Transformers,,12.0,1,"Oct 11, 2019",10in.,Playskool Heroes Transformers Rescue Bots Optimus Prime ,Action Figure,2012,BIN
6696,1,Kenner,Sports,Deion Sanders,New,1980-2001,,,5.0,1,"Oct 11, 2019",4in.," Deion Sanders Kenner 1995 4"" Starting Lineup Figure with Card NFL S.F. 49ers",Action Figure,1995,Auction
6697,5,Hasbro,Military & Adventure,Snake Eyes,Used,,GI Joe,,5.5,1,"Oct 11, 2019",,1997 GI Joe Ace Action Figure,Action Figure,1997,Auction
6698,1,Super7,Designer & Urban Vinyl,,New,1980-2001,,,47.0,1,"Oct 11, 2019",7in.,"New, Unkle - Autographed 77 FUTURA Figure Reaction Super 7 Art Rare XXV Years..",Action Figure,,Auction
6699,0,Hasbro,"TV, Movie & Video Games",,New,,Star Wars,,39.99,1,"Oct 11, 2019",6in.,Star Wars Black Series THE MANDALORIAN Carbonized Hasbro Target Exclusive 2019,Action Figure,2019,BIN
6700,1,DC Universe Classics,Comic Book Heroes,Gorilla Grodd BAF Build A Figure BAF Lot,Used,Modern,Bane,,49.98,1,"Oct 11, 2019","9"" scale",DC Universe Classics Gorilla Grodd BAF Build A Figure Complete Only Display Nice,Action Figure Lot,,Auction
6701,0,Mattel,Sports,Triple H,Used,2002-Now,WWE,,13.99,1,"Oct 11, 2019","6""",WWE Mattel Elite Series 42 Triple HHH W/ Unique Metal Shovel Wrestling Figure!,Action Figure,,BIN
6702,0,Mattel,"TV, Movie & Video Games",Buzz-Saw Hordak,Used,1980-2001,Masters of the Universe,,115.0,1,"Oct 11, 2019",,"MOTU, Buzz-Saw Hordak, Masters of the Universe, figure, complete, 100%, He Man",Action Figure,1980's,BIN
6703,0,McFarlane,Sports,,New,,,,2.5,1,"Oct 11, 2019",,McFarlane NBA 18 Los Angeles Lakers Ron Artest Action Figure Yellow New MIMB,Action Figure,,BIN
6704,0,Mattel,"TV, Movie & Video Games",Hordak,Used,1980-2001,Masters of the Universe,,40.0,1,"Oct 11, 2019",,"Clean!! MOTU, Red Rib Hordak, Masters of the Universe, Variant, complete, He-Man",Action Figure,1980's,BIN
6705,0,Mattel,"TV, Movie & Video Games",Grizzlor,Used,1980-2001,Masters of the Universe,,25.0,1,"Oct 11, 2019",,Very Nice! 100% Complete MOTU Grizzlor  Masters of the Universe figure He Man,Action Figure,1980's,BIN
6706,0,Mattel,"TV, Movie & Video Games",Teela,Used,1980-2001,Masters of the Universe,,45.0,1,"Oct 11, 2019",,"Near Mint! 100% Complete! MOTU, Teela, Figure, Masters of the Universe, HeMan",Action Figure,1980's,BIN
6707,0,Mattel,"TV, Movie & Video Games",Man-E-Faces,Used,,Masters of the Universe,,24.99,1,"Oct 11, 2019","5.5""",Nice! 100% Complete MOTU MAN-E-FACES figure Masters of the Universe He Man,Action Figure,1982,BIN
6708,0,Mattel,"TV, Movie & Video Games",Ram Man,Used,1980-2001,Masters of the Universe,,17.5,1,"Oct 11, 2019",,"Nice! 100% Complete Ram Man, Masters of the Universe, He-Man, figure, Motu",Action Figure,1980's,BIN
6709,0,Mattel,"TV, Movie & Video Games",Mer-Man,Used,1980-2001,Masters of the Universe,,29.5,1,"Oct 11, 2019",,Nice Condition! 100% Complete MOTU Mer-Man Masters of the Universe figure He Man,Action Figure,1980's,BIN
6710,0,Disney,"TV, Movie & Video Games",Inspector Gadget,Used,1980-2001,Disney,,4.99,1,"Oct 11, 2019",14in.,"1999 Inspector Gadget Disney 14"" Action Figure Doll (Parts)",Action Figure,1999,BIN
6711,0,Marvel,Comic Book Heroes,Cull Obsidian,Used,2002-Now,Avengers,,60.0,1,"Oct 11, 2019",,Marvel Legends BAF CULL OBSIDIAN Complete Build A Figure Infinity War Loose,Action Figure,2019,BIN
6712,0,JAKKS Pacific,Sports,,Used,,,,6.99,1,"Oct 11, 2019",,WWE UNDERTAKER WRESTLING ACTION FIGURE JAKKS 2004 WWF WCW AEW NJPW FS BOX 1,,,BIN
6713,0,Playmates Toys,"TV, Movie & Video Games",Donatello,Used,,Teenage Mutant Ninja Turtles,,5.99,1,"Oct 11, 2019",,TMNT Donatello Figure Night Ninja Don,Action Figure,,BIN
6714,1,McFarlane Toys,"TV, Movie & Video Games",aguilar,New,,Assassin's Creed,,0.99,1,"Oct 11, 2019",7in.,NEW MCFARLANE #12 Toys Color Tops Assassins Creed AGUILAR Figure ,Action Figure,,Auction
6715,1,Hasbro,Transformers & Robots,Arcee,Used,2002-Now,Transformers,,5.0,1,"Oct 11, 2019",6 in,Transformers Revenge of the Fallen ROTF Arcee - Frankenstein Custom!,Action Figure,2009,Auction
6716,0,ToyBiz,Comic Book Heroes,,New,,X-Men,,9.99,1,"Oct 11, 2019",5in.,"1994 TOY BIZ MARVEL COMICS UNCANNY X-MEN CH'OD 5"" ACTION FIGURE MOC SHI'AR",Action Figure,1994,BIN
6717,0,Antarctic Press,"TV, Movie & Video Games",Warrior Nun Areala,New,1980-2001,Warrior Nun Areala,,7.99,1,"Oct 11, 2019",5 in,NEW Warrior Nun Areala Figure Black Variant & Anime Version 1997 Antarctic Press,Action Figure,1997,BIN
6718,0,Hasbro,Transformers & Robots,Powerlinx Rodimus,New,,Transformers,,55.99,1,"Oct 11, 2019",,US. BIDDERS ONLY RARE 2003 HASBRO TRANSFORMERS ENERGON RODIMUS & PROWL SET MOSC,Action Figure,2002,BIN
6719,0,Hasbro,Transformers & Robots,Tidal Wave,New,2002-Now,Transformers,,145.0,1,"Oct 11, 2019",,Transformers Armada Tidal Wave with Ramjet Minicon Rare NEW SEALED MINT!!!   ,Action Figure,,BIN
6720,1,Hasbro,Military & Adventure,Snake Eyes,Used,,GI Joe,,2.5,1,"Oct 11, 2019",,1992 GI Joe Ninja Force Storm Shadow Action Figure,Action Figure,1992,Auction
6721,0,Mattel,"TV, Movie & Video Games",Marshall,New,,,,89.99,1,"Oct 11, 2019",,Bravestarr (MATTEL 1986) DEPUTY FUZZ Filmation Figure Misb!!! Hard to Find!!!,Action Figure,1986,BIN
6722,0,DC Comics,Comic Book Heroes,Killer Croc,Used,2002-Now,Batman,,10.99,1,"Oct 11, 2019",6in.,DC Comics Killer Croc Takedown Batman Series 6 in Action Figure Mattel 2012,Action Figure,2012,BIN
6723,0,KENNER,"TV, Movie & Video Games",,Used,1980-2001,Star Wars,,800.0,1,"Oct 11, 2019",3.75in. SERIES,STAR WARS KENNER 1980 EMPIRE STRIKES BACK SIX PACK BOX ONLY,Action Figure,1980,BIN
6724,3,Hasbro,Military & Adventure,Storm,Used,,GI Joe,,2.5,1,"Oct 11, 2019",,1991 GI Joe Talking Battle Commanders Stalker Action Figure,Action Figure,1991,Auction
6725,5,Hasbro,"TV, Movie & Video Games",Luminara Unduli,New,,Star Wars,,13.0,1,"Oct 11, 2019",,Star Wars The Clone Wars Captain Rex,Action Figure,2009,Auction
6726,0,Hasbro,"TV, Movie & Video Games",,New,,,,46.97,1,"Oct 11, 2019",,The Mandalorian Star Wars Black Series Carbonized Action Figure Target In Stock,Action Figure,,BIN
6727,0,Good Smile Company,Anime & Manga,,New,,,,33.8,3,"Oct 11, 2019",,Good Smile Nendoroid 1075 King Mickey (Kingdom Hearts II),,,BIN
6728,0,Hasbro,"TV, Movie & Video Games",Elite Praetorian Guard,New,2002-Now,Star Wars,,19.0,1,"Oct 11, 2019",6in.,Star Wars Black Series 6 inch Figure Elite Praetorian Guard #50,Action Figure,2017,BIN
6729,0,Hasbro,Military & Adventure,,Used,,GI Joe,,10.0,1,"Oct 11, 2019",12in.,"GI Joe 12"" 1/6 Scale Action Figure Loose Boot 1996 Hasbro 14 Red Shirt Mustache",Action Figure,1996,BIN
6730,0,Hasbro,Transformers & Robots,Chromia,Used,2002-Now,Transformers,,26.99,1,"Oct 11, 2019",6in.,TRANSFORMERS HASBRO 2018 SIEGE WAR FOR CYBERTRON DELUXE CLASS CHROMIA LOOSE,Action Figure,2018,BIN
6731,0,ToyBiz,"TV, Movie & Video Games",Haldir,New,,Lord of the Rings,,40.0,1,"Oct 11, 2019",,ToyBiz Lord Of The Rings Lotr Two Towers HelmS Deep 5 Set Haldir Action Figure,Action Figure,,BIN
6732,10,Hasbro,Military & Adventure,Storm,Used,,GI Joe,,13.25,1,"Oct 11, 2019",,1991 GI Joe Talking Battle Commanders General Hawk Action Figure,Action Figure,1991,Auction
6733,0,Hasbro,Military & Adventure,,Used,,GI Joe,,19.99,1,"Oct 11, 2019",12in.,1964 GI Joe Vintage Hasbro 12” Earlier Blond Soft Painted Head Missing Hand,Action Figure,1964,BIN
6734,28,Hasbro,"TV, Movie & Video Games",Luminara Unduli,New,,Star Wars,,40.0,1,"Oct 11, 2019",,Star Wars The Clone Wars Pre Vizsla,Action Figure,2009,Auction
6735,5,DC Collectibles,Comic Book Heroes,Batman,Used,,Batman,,7.5,1,"Oct 11, 2019",6in.,Harley Quinn Action Figure Arkham City Batman Video Game  DC Direct Collectibles,Action Figure,,Auction
6736,0,Mattel,"TV, Movie & Video Games",,Used,1980-2001,MOTU Master Of The Universe,,2.99,1,"Oct 11, 2019",,MOTU  Man E Weapons maroon MACE staff club accessory weapon part He-Man vtg,Action Figure,,BIN
6737,0,Star Wars,"TV, Movie & Video Games",Gran Moff Tarkin,New,2002-Now,Star Wars,,17.63,1,"Oct 11, 2019",6in.,Star Wars The Black Series Gran Moff Tarkin 6 Inch Action Figure #63,Action Figure,,BIN
6738,2,DC Collectibles,Comic Book Heroes,Batman,Used,,Batman,,15.5,1,"Oct 11, 2019",6in.,Azrael Action Figure Arkham City Batman Video Game  DC Direct Collectibles,Action Figure,,Auction
6739,0,Minecraft,Other Action Figures,,New,,Minecraft,,60.0,1,"Oct 11, 2019",,Minecraft Festive Biome Holiday Figure Pack Figure Pack,,,BIN
6740,0,Hasbro,Transformers & Robots,Soundwave,New,,Transformers,,250.0,1,"Oct 11, 2019",,NEW Transformers Masterpiece Soundwave Decepticon MP-02 Toys R Us Exclusive!,Action Figure,,BIN
6741,0,Hasbro,"TV, Movie & Video Games",Doc Samson,Used,2002-Now,Marvel Universe,,22.99,1,"Oct 11, 2019",6in.,Marvel Legends Avengers Fin Fang Foom BAF Series Doc Samson 2007 rare,Action Figure,2007,BIN
6742,1,Tonka,Other Action Figures,,Used,1980-2001,Play People,,12.0,1,"Oct 11, 2019",3.5in.,"Tonka Play People Woman Blue Jumpsuit Blonde Hair 3.5"" Action Figure Vintage",Action Figure,,Auction
6743,14,Hasbro,"TV, Movie & Video Games",Luminara Unduli,New,,Star Wars,,25.0,1,"Oct 11, 2019",,Star Wars The Clone Wars Barriss Offee,Action Figure,2009,Auction
6744,5,Hasbro,Military & Adventure,Storm,Used,,GI Joe,,6.01,1,"Oct 11, 2019",,1991 GI Joe Super Sonic Fighters Road Pig Action Figure,Action Figure,1991,Auction
6745,0,Bandai,"TV, Movie & Video Games",Megazord,New,2002-Now,Power Rangers,,100.0,1,"Oct 11, 2019",5in.,Power Rangers Dino Charge Gray Pachy Zord Megazord Builder Dino Charge MIB,Action Figure,2016,BIN
6746,21,Hasbro,Comic Book Heroes,The Punisher,New,,Marvel Legends,,70.0,1,"Oct 11, 2019",,Hasbro Marvel Legends 80th Lot Of 3 Figures Punisher Anti Venom & Cowboy Logan,Action Figure,2019,Auction
6747,4,DC Collectibles,Comic Book Heroes,Batman,Used,,Batman,,15.5,1,"Oct 11, 2019",6in.,Joker Thug Green Action Figure Arkham City Batman Video Game  DC Collectibles,Action Figure,,Auction
6748,1,Marvel Legends,Comic Book Heroes,Elektra,Used,,Marvel Universe,,10.0,1,"Oct 11, 2019",6in.,"Marvel Legends 6"" scale figure Elektra Netflix Complete",Action Figure,,Auction
6749,0,Bandai,"TV, Movie & Video Games",,New,1980-2001,Power Rangers,,80.0,1,"Oct 11, 2019",8in.,Power Rangers Turbo Blue Senturion NIB (Saban's 1997) Bandai ,,1997,BIN
6750,1,Hot Toys,"TV, Movie & Video Games",The Joker,Used,,,,100.0,1,"Oct 11, 2019",12in.,Hot Toys Joker Suicide Squad Purple Suit Version Action Figure,Action Figure,2016,Auction
6751,0,LJN,Sports,The Anvil,Used,1980-2001,,,90.0,1,"Oct 11, 2019",,Vintage Wwf Ljn Jim The Anvil Neidhart With Belt,Action Figure,,BIN
6752,0,Hasbro,Comic Book Heroes,AIM Soldier,New,2002-Now,Marvel Universe,,22.99,2,"Oct 11, 2019",6in.,"AIM TROOPER Marvel Legends AVENGERS 2018 Hasbro 6"" Out Of Package FIGURE",Action Figure,2018,BIN
6753,0,,"TV, Movie & Video Games",,Used,,Teenage Mutant Ninja Turtles,,25.0,1,"Oct 11, 2019",5in.,TMNT Teenage Mutant Ninja Turtles 2002 2003 Action Figures Mirage 4 Figures,Action Figure,2002/2003,BIN
6754,0,Playmates Toys,"TV, Movie & Video Games",Leonardo & Donatello,Used,2002-Now,Teenage Mutant Ninja Turtles,,19.0,1,"Oct 11, 2019",11in.,2012 All 4 TMNT Teenage Mutant Ninja Turtles,Action Figure,2012,BIN
6755,0,Playmates Toys,"TV, Movie & Video Games",Leonardo,Used,1980-2001,Teenage Mutant Ninja Turtles,,7.0,1,"Oct 11, 2019",4.5in.,2003 Playmates Teenage Mutant Ninja Turtles Leonardo Action Figure,Action Figure,2003,BIN
6756,0,Playmates Toys,"TV, Movie & Video Games",,Used,2002-Now,Teenage Mutant Ninja Turtles,,6.95,1,"Oct 11, 2019",,Raphael Fightin Gear Figure Only Teenage Mutant Ninja Turtles 2003 ,Action Figure,2003,BIN
6757,6,Hasbro,Military & Adventure,Storm,Used,,GI Joe,,12.19,1,"Oct 11, 2019",,1991 GI Joe Zap Action Figure,Action Figure,1991,Auction
6758,0,Hasbro,Comic Book Heroes,,Used,,,,29.95,1,"Oct 11, 2019",,Marvel Legends Mr. Fantastic Walgreens Exclusive Action Figure Complete,Action Figure,,BIN
6759,0,NECA,"TV, Movie & Video Games",,Used,2002-Now,Alien,,20.0,1,"Oct 11, 2019",7in.,"Neca Neomorph Alien Covenant 7"" Action Figure",Action Figure,2018,BIN
6760,0,Kenner,"TV, Movie & Video Games",Hero,New,,Star Wars,,69.99,1,"Oct 11, 2019",,Star Wars Special Action Figure Hero Set Target Exclusive! NEW,Action Figure,,BIN
6761,1,KENNER,"TV, Movie & Video Games",KNIGHT OF REN,New,2002-Now,STAR WARS,,14.99,1,"Oct 11, 2019",4in.,"STAR WARS ""THE RISE OF SKYWALKER""-""KN",ACTION FIGURE,2019,Auction
6762,2,Hasbro,"TV, Movie & Video Games",First Order Stormtrooper,New,2002-Now,Star Wars,,20.63,1,"Oct 11, 2019",6in.,STAR WARS BLACK SERIES FIRST EDITION FIRST ORDER STORMTROOPER IN HAND!,Action Figure,2019,Auction
6763,0,Hasbro,Comic Book Heroes,,New,,Marvel Universe,,17.98,1,"Oct 11, 2019",,"Silver Surfer Marvel Universe Action Figure 3.75"" MOC New Hasbro Fantastic Four ",,,BIN
6764,0,ToyBiz,"TV, Movie & Video Games",Legolas,Used,,The Lord of the Rings,,7.1,1,"Oct 11, 2019",6in.,Toybiz Lord Of The Rings Fellowship Of The Ring Legolas Action Figure 6”.,Action Figure,,BIN
6765,0,Mezco,"TV, Movie & Video Games",Pea Coat Popeye,New,2002-Now,,,17.99,1,"Oct 11, 2019",5in.,"Popeye the Sailorman Pea Coat Popeye 5"" Action Figure NEW Mezco 2001",Action Figure,2001,BIN
6766,0,Star Wars,"TV, Movie & Video Games",Han Solo,New,,Star Wars,,24.95,5,"Oct 11, 2019",6in.,Star Wars - 40th Anniversary Han Solo Toy Figure - Sealed - Not Mint,Action Figure,2017,BIN
6767,1,DC Collectibles,Comic Book Heroes,Batman,Used,,Batman,,20.0,1,"Oct 11, 2019",6in.,Batman Series 4 Action Figure Arkham City Video Game  DC Direct Collectibles,Action Figure,,Auction
6768,0,Papa Toys,Transformers & Robots,Hotrod Flame Warrior,Used,,Transformers,,30.0,1,"Oct 11, 2019","5"" Legends",Legends Transformers 3rd KO G1 Animated PT Flame Warrior Hotrod Pocket Wars TF,Action Figure,2019,BIN
6769,0,Marvel Legends,Comic Book Heroes,Lizard,Used,2002-Now,Spider-Man,,55.0,1,"Oct 11, 2019",6in.,Marvel Legends LIZARD Build A Figure Complete!,Action Figure,2018,BIN
6770,0,Hasbro,Military & Adventure,,Used,,GI Joe,,35.99,1,"Oct 11, 2019",3.75in.,GI Joe Vintage ARAH 1982 ROCK N ROLL V1 100% Complete Straight Arm NICE,Action Figure,,BIN
6771,0,Masashi Kishimoto,Anime & Manga,,Used,,Naruto,,16.49,1,"Oct 11, 2019",5in.,"Masashi Kishimoto Action Figure 2002 Naruto Shonen Jump Sandstorm Gaara 5""",Action Figure,2002,BIN
6772,12,Hasbro,Transformers & Robots,Dropkick,Used,2002-Now,Transformers,,15.0,1,"Oct 11, 2019",5,"Transformers Studio Series Bumblebee 46 Deluxe Class Dropkick, Painted, Complete",Action Figure,2019,Auction
6773,9,Hasbro,"TV, Movie & Video Games",Luminara Unduli,New,,Star Wars,,17.5,1,"Oct 11, 2019",,Star Wars The Clone Wars Ahsoka Tano,Action Figure,2009,Auction
6774,0,Hasbro,Military & Adventure,,Used,,GI Joe,,14.99,1,"Oct 11, 2019",12in.,"Vintage Hasbro GI JOE Doll 12"" 1996 Articulated",Action Figure,1996,BIN
6775,0,Hasbro,Transformers & Robots,Menasor,New,2002-Now,Transformers,,109.99,1,"Oct 11, 2019",,TRANSFORMERS Generations - COMBINER WARS MENASOR Stuntacons Mint in Sealed Box,Action Figure,,BIN
6776,0,,Military & Adventure,Soldier,Used,,Soldiers of the World,,99.95,1,"Oct 11, 2019",,Osama Bin Laden Doll Action Figure in Soldiers of the World Vietnam Airman Box,Action Figure,,BIN
6777,13,Hasbro,Transformers & Robots,Optimus Prime,Used,2002-Now,Transformers,,19.5,1,"Oct 11, 2019",7 in,CUSTOM Transformers War For Cybertron: SIEGE WFC-S11 Voyager Class OPTIMUS PRIME,Action Figure,2018,Auction
6778,9,Hasbro,Transformers & Robots,Megatron,Used,2002-Now,Transformers,,11.5,1,"Oct 11, 2019",7 in,CUSTOM Transformers War For Cybertron: SIEGE WFC-S12 Voyager Class MEGATRON,Action Figure,2018,Auction
6779,7,Hasbro,"TV, Movie & Video Games",Luminara Unduli,New,,Star Wars,,15.5,1,"Oct 11, 2019",,Star Wars The Clone Wars Padme Amidala,Action Figure,2009,Auction
6780,0,Hasbro,"TV, Movie & Video Games",Bail Organa,New,2002-Now,Star Wars,,5.0,2,"Oct 11, 2019",,Star Wars Alderaan Senator #33 BAIL ORGANA Figure Army Troop Build,Action Figure,2003,BIN
6781,0,Hasbro,Military & Adventure,Crazy Legs,Used,,GI Joe,,217.77,1,"Oct 11, 2019",3.75in.,"GI JOE COLLECTOR""S CLUB CRAZY LEGS (v4) NIGHT FORCE PARACHUTE DROP JOECON 2014",Action Figure,2014,BIN
6782,1,Hasbro,Comic Book Heroes,Iron Man,New,,The Avengers,,2.99,1,"Oct 11, 2019",12in.,Marvel Avengers Infinity War Titan Hero Series Iron Man 12-inch Figure - NEW,Action Figure,,Auction
6783,1,Kidrobot,Designer & Urban Vinyl,Spike,New,2002-Now,,,9.99,1,"Oct 11, 2019",3in.,Kidrobot BFFs Series 2 Al & The Sharpe Brothers Brand New!,Action Figure,,Auction
6784,0,Hot Toys,"TV, Movie & Video Games",,Used,2002-Now,Falcon,,650.0,1,"Oct 11, 2019",,HotToys 1/6 Star Wars Episode V Luke Skywalker Bespin Outfit DX07 ,,2014,BIN
6785,0,DC Comics,Comic Book Heroes,,Used,2002-Now,DC Universe,,6.95,1,"Oct 11, 2019",,DC Direct - Superman (Alex Ross: Kingdom Come) - 100% complete,Action Figure,,BIN
6786,0,Hasbro,Transformers & Robots,Starscream,Used,2002-Now,Transformers,,23.74,1,"Oct 11, 2019",7 in,Transformers STARSCREAM War For Cybertron Siege Voyager Class LOOSE WFC-S24 JRFB,Action Figure,2019,BIN
6787,17,Marvel Legends,Comic Book Heroes,giant man,New,,The Avengers,,25.39,1,"Oct 11, 2019",,Marvel Legends NEW GIANT MAN CIVIL WAR Build a Figure BAF captain America MCU,Action Figure,,Auction
6788,1,Funko,"TV, Movie & Video Games",Pop,New,1980-2001,National Lampoon's Christmas Vacation,,5.5,1,"Oct 11, 2019",3.75in.,Funko Pop Movies: National Lampoon's Christmas Vacation - Cousin Eddie #243,Action Figure,2015,Auction
6789,0,Mattel,"TV, Movie & Video Games",,New,,,,25.74,1,"Oct 11, 2019",,Minecraft Zombie Mattel Mini Figure Toy w/ Decorative Window Box,,,BIN
6790,0,Slideshow Collectibles,Military & Adventure,Major General William T. Sherman,Used,,Brotherhood of Arms,,46.95,1,"Oct 11, 2019","12"" Action Figure","Brotherhood of Arms Civil War Major General William Tecumseh Sherman 12"" Figure",Case and Action Figures,2004,BIN
6791,0,DC Comics,Other Action Figures,,New,,DC Universe,,6.99,2,"Oct 11, 2019",3.5in.,DC Hero Plug & Play The Watchtower Wonder Woman & The Flash Booster Pack MOC,Action Figure,,BIN
6792,10,Hasbro,Military & Adventure,Storm,Used,,GI Joe,,23.49,1,"Oct 11, 2019",,1993 GI Joe Ace Action Figure,Action Figure,1993,Auction
6793,16,Hasbro,"TV, Movie & Video Games",Luminara Unduli,New,,Star Wars,,33.0,1,"Oct 11, 2019",,Star Wars The Clone Wars Eeth Koth,Action Figure,2009,Auction
